2026   Q2	$299.3 B	AAPL 	AXP 	KO 	GOOGL 	BAC 	CVX 	OXY 	CB 	MCO 	GOOG 	KHC 	DVA 	DAL 	SIRI 	VRSN 	KR 	ALLY 	LEN 	NYT 	LLYVK
2023   Q3	$315 B	AAPL 	BAC 	AXP 	KO 	CVX 	OXY 	KHC 	MCO 	DVA 	HPQ 	VRSN 	C 	KR 	V 	CB 	CHTR 	MA 	AON 	AMZN 	PARA-OLD
2023   Q2	$348.2 B	AAPL 	BAC 	AXP 	KO 	CVX 	OXY 	KHC 	MCO 	HPQ 	DVA 	VRSN 	C 	KR 	V 	MA 	PARA-OLD 	AON 	LSXMK 	CHTR 	AMZN
2023   Q1	$325.1 B	AAPL 	BAC 	AXP 	KO 	CVX 	OXY 	KHC 	MCO 	ATVI 	HPQ 	DVA 	VRSN 	C 	KR 	PARA-OLD 	V 	GM 	MA 	CHTR 	AON
2022   Q4	$299 B	AAPL 	BAC 	CVX 	KO 	AXP 	KHC 	OXY 	MCO 	ATVI 	HPQ 	DVA 	VRSN 	C 	KR 	V 	LSXMK 	GM 	PARA-OLD 	MA 	AON
2022   Q3	$296.1 B	AAPL 	BAC 	CVX 	KO 	AXP 	OXY 	KHC 	MCO 	ATVI 	TSM 	USB 	DVA 	HPQ 	BNY 	C 	VRSN 	KR 	PARA-OLD 	LSXMK 	GM
2022   Q2	$300.1 B	AAPL 	BAC 	KO 	CVX 	AXP 	KHC 	OXY 	MCO 	USB 	ATVI 	HPQ 	BNY 	DVA 	C 	KR 	VRSN 	PARA-OLD 	CHTR 	GM 	V
2022   Q1	$363.6 B	AAPL 	BAC 	AXP 	CVX 	KO 	KHC 	MCO 	OXY 	USB 	ATVI 	DVA 	HPQ 	BNY 	KR 	C 	VRSN 	GM 	PARA-OLD 	CHTR 	LSXMK
2021   Q4	$331 B	AAPL 	BAC 	AXP 	KO 	KHC 	MCO 	VZ 	USB 	CVX 	BNY 	DVA 	GM 	VRSN 	KR 	CHTR 	LSXMK 	SNOW 	V 	AMZN 	MA
2021   Q3	$293.4 B	AAPL 	BAC 	AXP 	KO 	KHC 	MCO 	VZ 	USB 	DVA 	BNY 	GM 	CHTR 	CVX 	VRSN 	KR 	V 	LSXMK 	SNOW 	AMZN 	ABBV
2021   Q2	$293 B	AAPL 	BAC 	AXP 	KO 	KHC 	MCO 	VZ 	USB 	DVA 	CHTR 	BNY 	GM 	VRSN 	CVX 	KR 	V 	ABBV 	LSXMK 	AMZN 	BMY
2021   Q1	$270.4 B	AAPL 	BAC 	AXP 	KO 	KHC 	VZ 	MCO 	USB 	DVA 	GM 	BNY 	CHTR 	VRSN 	ABBV 	CVX 	V 	BMY 	LSXMK 	KR 	AMZN
2020   Q4	$269.9 B	AAPL 	BAC 	KO 	AXP 	KHC 	VZ 	MCO 	USB 	DVA 	CVX 	CHTR 	BNY 	GM 	VRSN 	ABBV 	MRK 	V 	BMY 	LSXMK 	SNOW
2020   Q3	$235.9 B	AAPL 	BAC 	KO 	AXP 	KHC 	MCO 	USB 	VZ 	CHTR 	CVX 	DVA 	WFC 	VRSN 	BNY 	GM 	V 	ABBV 	MRK 	BMY 	AMZN
2020   Q2	$202.4 B	AAPL 	BAC 	KO 	AXP 	KHC 	MCO 	WFC 	USB 	DVA 	BNY 	CHTR 	VRSN 	JPM 	V 	GM 	LSXMK 	AMZN 	MA 	COST 	KR
2020   Q1	$175.5 B	AAPL 	BAC 	KO 	AXP 	WFC 	KHC 	MCO 	JPM 	USB 	DVA 	BNY 	CHTR 	VRSN 	DAL 	LUV 	V 	GM 	COST 	MA 	AMZN
2019   Q4	$242.1 B	AAPL 	BAC 	KO 	AXP 	WFC 	KHC 	JPM 	USB 	MCO 	DAL 	BNY 	DVA 	LUV 	GS 	GM 	CHTR 	VRSN 	V 	UAL 	LSXMK
2019   Q3	$214.7 B	AAPL 	BAC 	KO 	WFC 	AXP 	KHC 	USB 	JPM 	MCO 	DAL 	GS 	BNY 	LUV 	GM 	VRSN 	CHTR 	DVA 	UAL 	V 	MA
2019   Q2	$208.1 B	AAPL 	BAC 	KO 	WFC 	AXP 	KHC 	USB 	JPM 	MCO 	DAL 	GS 	BNY 	GM 	LUV 	VRSN 	DVA 	CHTR 	UAL 	V 	AAL
2019   Q1	$199.5 B	AAPL 	BAC 	WFC 	KO 	AXP 	KHC 	USB 	JPM 	MCO 	BNY 	DAL 	GS 	LUV 	GM 	VRSN 	DVA 	CHTR 	UAL 	USG 	V
2018   Q4	$183.1 B	AAPL 	BAC 	WFC 	KO 	AXP 	KHC 	USB 	JPM 	BNY 	MCO 	DAL 	GS 	LUV 	GM 	CHTR 	DVA 	VRSN 	UAL 	USG 	AAL
2018   Q3	$221 B	AAPL 	BAC 	WFC 	KO 	KHC 	AXP 	USB 	MCO 	GS 	JPM 	BNY 	DAL 	LUV 	DVA 	CHTR 	UAL 	ORCL 	VRSN 	AAL 	GM
2018   Q2	$195.6 B	AAPL 	WFC 	KHC 	BAC 	KO 	AXP 	USB 	MCO 	PSX 	BNY 	DAL 	GS 	LUV 	DVA 	CHTR 	GM 	UAL 	VRSN 	AAL 	USG
2018   Q1	$188.9 B	AAPL 	WFC 	BAC 	KHC 	KO 	AXP 	USB 	PSX 	MCO 	BNY 	DAL 	GS 	LUV 	DVA 	CHTR 	AAL 	MON-OLD 	UAL 	GM 	USG
2017   Q4	$191.2 B	AAPL 	WFC 	KHC 	BAC 	KO 	AXP 	PSX 	USB 	MCO 	BNY 	LUV 	DAL 	CHTR 	DVA 	GS 	AAL 	GM 	UAL 	USG 	VRSN
2017   Q3	$177.7 B	WFC 	KHC 	AAPL 	KO 	BAC 	AXP 	PSX 	IBM 	USB 	MCO 	CHTR 	LUV 	BNY 	GS 	DAL 	GM 	DVA 	AAL 	UAL 	VRSN
2017   Q2	$162.1 B	KHC 	WFC 	AAPL 	KO 	AXP 	IBM 	PSX 	USB 	CHTR 	MCO 	LUV 	DAL 	BNY 	DVA 	GS 	AAL 	UAL 	GM 	LSXMK 	VRSN
2017   Q1	$161.9 B	KHC 	WFC 	AAPL 	KO 	AXP 	IBM 	PSX 	USB 	CHTR 	MCO 	DVA 	LUV 	DAL 	GS 	AAL 	UAL 	GM 	BNY 	USG 	VRSN
2016   Q4	$148 B	KHC 	WFC 	KO 	IBM 	AXP 	PSX 	AAPL 	USB 	DAL 	CHTR 	GS 	DVA 	MCO 	LUV 	AAL 	UAL 	GM 	USG 	BNY 	VRSN
2016   Q3	$128.8 B	KHC 	WFC 	KO 	IBM 	AXP 	PSX 	USB 	MCO 	CHTR 	DVA 	DE 	GS 	AAPL 	GM 	VRSN 	USG 	WMT 	V 	BNY 	AAL
2016   Q2	$129.7 B	KHC 	WFC 	KO 	IBM 	AXP 	PSX 	USB 	DVA 	WMT 	MCO 	CHTR 	DE 	GS 	AAPL 	GM 	VRSN 	USG 	VZ 	BNY 	V
2016   Q1	$128.6 B	KHC 	WFC 	KO 	IBM 	AXP 	PSX 	WMT 	USB 	DVA 	MCO 	CHTR 	DE 	GS 	GM 	VRSN 	AAPL 	USG 	SU 	VZ 	V
2015   Q4	$131.9 B	WFC 	KHC 	KO 	IBM 	AXP 	PSX 	PG 	USB 	WMT 	DVA 	MCO 	GS 	CHTR 	DE 	GM 	T 	VRSN 	PCP 	USG 	BNY
2015   Q3	$127.4 B	WFC 	KHC 	KO 	IBM 	AXP 	PSX 	PG 	WMT 	USB 	DVA 	MCO 	T 	GS 	CHTR 	GM 	DE 	USG 	PCP 	VRSN 	SU
2015   Q2	$109.6 B	WFC 	KO 	IBM 	AXP 	WMT 	PG 	USB 	DVA 	DTV 	MCO 	GS 	PSX 	DE 	CHTR 	GM 	USG 	BNY 	PCP 	VRSN 	VZ
2015   Q1	$107.1 B	WFC 	KO 	IBM 	AXP 	WMT 	PG 	USB 	DVA 	DTV 	MCO 	GS 	GM 	DE 	CHTR 	USG 	PCP 	VRSN 	BNY 	VZ 	MTB
2014   Q4	$109.4 B	WFC 	KO 	AXP 	IBM 	WMT 	PG 	USB 	DVA 	DTV 	GS 	MCO 	DE 	GM 	USG 	CHTR 	BNY 	VRSN 	SU 	VZ 	PCP
2014   Q3	$108.4 B	WFC 	KO 	IBM 	AXP 	WMT 	PG 	XOM 	USB 	DVA 	DTV 	MCO 	GS 	GM 	USG 	BNY 	CHTR 	VZ 	VRSN 	SU 	MTB
2014   Q2	$107.6 B	WFC 	KO 	AXP 	IBM 	WMT 	PG 	XOM 	USB 	DVA 	MCO 	GS 	DTV 	GM 	USG 	BNY 	VZ 	CBI 	SU 	MTB 	VIAB
2014   Q1	$105.8 B	WFC 	KO 	AXP 	IBM 	WMT 	PG 	XOM 	USB 	DTV 	DVA 	GS 	MCO 	GHC 	USG 	GM 	BNY 	CBI 	COP 	PSX 	FWONA
2013   Q4	$104.8 B	WFC 	KO 	AXP 	IBM 	PG 	XOM 	WMT 	USB 	DTV 	DVA 	GS 	PSX 	MCO 	GM 	GHC 	USG 	BNY 	CBI 	COP 	FWONA
2013   Q3	$92 B	WFC 	KO 	IBM 	AXP 	PG 	WMT 	XOM 	USB 	DTV 	DVA 	MCO 	PSX 	GM 	GHC 	COP 	FWONA 	BNY 	NOV 	SU 	CBI
2013   Q2	$91.9 B	WFC 	KO 	IBM 	AXP 	PG 	WMT 	USB 	XOM 	DTV 	DVA 	PSX 	MCO 	COP 	GM 	GHC 	FWONA 	BNY 	NOV 	MTB 	CBI
2013   Q1	$85 B	WFC 	KO 	IBM 	AXP 	PG 	WMT 	DTV 	USB 	PSX 	DVA 	MCO 	COP 	GHC 	GM 	FWONA 	MTB 	BNY 	NOV 	VIAB 	COST
2012   Q4	$75.3 B	WFC 	KO 	IBM 	AXP 	PG 	WMT 	USB 	DTV 	DVA 	PSX 	MCO 	COP 	GM 	FWONA 	GHC 	MTB 	BNY 	USG 	COST 	VIAB
2012   Q3	$75.3 B	KO 	WFC 	IBM 	AXP 	PG 	WMT 	USB 	DTV 	COP 	PSX 	MDLZ 	MCO 	DVA 	GHC 	FWONA 	MTB 	BNY 	COST 	VIAB 	USG
2012   Q2	$74.3 B	KO 	WFC 	IBM 	AXP 	PG 	WMT 	MDLZ 	USB 	COP 	DTV 	MCO 	DVA 	PSX 	JNJ 	GHC 	FWONA 	MTB 	BNY 	COST 	USG
2012   Q1	$75.3 B	KO 	WFC 	IBM 	AXP 	PG 	MDLZ 	WMT 	COP 	USB 	JNJ 	MCO 	DTV 	GHC 	DVA 	MTB 	COST 	V 	CVS 	USG 	GD
2011   Q4	$66.2 B	KO 	IBM 	WFC 	AXP 	PG 	MDLZ 	WMT 	COP 	JNJ 	USB 	MCO 	DTV 	GHC 	MTB 	COST 	CVS 	V 	INTC 	GD 	DVA
2011   Q3	$59.1 B	KO 	IBM 	WFC 	AXP 	PG 	MDLZ 	JNJ 	WMT 	COP 	USB 	MCO 	GHC 	MTB 	COST 	INTC 	V 	CVS 	GD 	DTV 	DG
2011   Q2	$56.6 B	KO 	WFC 	AXP 	PG 	IBM 	MDLZ 	JNJ 	COP 	WMT 	USB 	MCO 	GHC 	MTB 	COST 	USG 	GL 	SNY 	GE 	MA 	UPS
2011   Q1	$54.3 B	KO 	WFC 	AXP 	PG 	MDLZ 	JNJ 	COP 	WSC-OLD 	WMT 	USB 	MCO 	GHC 	IBM 	MTB 	COST 	USG 	GL 	GE 	SNY 	UPS
2010   Q4	$52.6 B	KO 	WFC 	AXP 	PG 	MDLZ 	JNJ 	WMT 	WSC-OLD 	COP 	USB 	GHC 	MCO 	MTB 	COST 	USG 	GL 	GE 	SNY 	UPS 	GSK
2010   Q3	$48.6 B	KO 	WFC 	AXP 	PG 	MDLZ 	JNJ 	WMT 	WSC-OLD 	COP 	USB 	MCO 	GHC 	MTB 	NKE 	COST 	USG 	FISV 	NSRGY 	NLC 	GL
2010   Q2	$46.4 B	KO 	WFC 	AXP 	PG 	MDLZ 	JNJ 	WMT 	WSC-OLD 	USB 	COP 	GHC 	MCO 	NKE 	MTB 	RSG 	COST 	USG 	FISV 	CMCSK-OLD 	IR
2010   Q1	$50.9 B	KO 	WFC 	AXP 	PG 	MDLZ 	WSC-OLD 	WMT 	USB 	COP 	JNJ 	MCO 	GHC 	NKE 	MTB 	RSG 	USG 	COST 	NLC 	CMCSK-OLD 	IRM
2009   Q4	$57.9 B	KO 	WFC 	BNI 	AXP 	PG 	MDLZ 	WMT 	WSC-OLD 	COP 	JNJ 	USB 	MCO 	GHC 	NKE 	MTB 	COST 	RSG 	USG 	NLC 	IR
2009   Q3	$56.5 B	KO 	WFC 	BNI 	PG 	AXP 	MDLZ 	COP 	JNJ 	WSC-OLD 	WMT 	USB 	GHC 	MCO 	UNP 	NKE 	MTB 	COST 	USG 	IR 	CMCSK-OLD
2009   Q2	$49 B	KO 	WFC 	BNI 	PG 	AXP 	MDLZ 	COP 	JNJ 	WSC-OLD 	MCO 	USB 	WMT 	GHC 	UNP 	NKE 	MTB 	COST 	NRG 	ELV 	CMCSK-OLD
2009   Q1	$40.9 B	KO 	BNI 	PG 	WFC 	MDLZ 	COP 	AXP 	JNJ 	WSC-OLD 	MCO 	WMT 	USB 	GHC 	UNP 	NKE 	CEG 	MTB 	COST 	ELV 	CMCSK-OLD
2008   Q4	$51.9 B	KO 	WFC 	PG 	BNI 	COP 	MDLZ 	AXP 	JNJ 	USB 	WSC-OLD 	WMT 	MCO 	GHC 	CEG 	UNP 	NKE 	MTB 	COST 	ELV 	CMCSK-OLD
2008   Q3	$69.9 B	WFC 	KO 	PG 	COP 	BNI 	AXP 	MDLZ 	JNJ 	USB 	WSC-OLD 	MCO 	WMT 	GHC 	BUD 	UNP 	MTB 	NKE 	USG 	COST 	KMX
2008   Q2	$63.5 B	KO 	WFC 	PG 	BNI 	AXP 	COP 	JNJ 	MDLZ 	WSC-OLD 	USB 	MCO 	WMT 	GHC 	BUD 	UNP 	USG 	MTB 	NKE 	COST 	KMX
2008   Q1	$66.5 B	KO 	WFC 	PG 	AXP 	BNI 	MDLZ 	JNJ 	WSC-OLD 	USB 	BUD 	MCO 	COP 	GHC 	WMT 	USG 	UNP 	MTB 	NKE 	TT 	KMX
2007   Q4	$68.8 B	KO 	WFC 	AXP 	PG 	BNI 	MDLZ 	JNJ 	WSC-OLD 	USB 	BUD 	MCO 	COP 	GHC 	WMT 	USG 	UNP 	MTB 	TT 	NKE 	KMX
2007   Q3	$65.8 B	KO 	WFC 	AXP 	PG 	BNI 	JNJ 	MCO 	WSC-OLD 	USB 	BUD 	COP 	GHC 	WMT 	MTB 	USG 	UNP 	BAC 	NKE 	TT 	DJ-OLD
2007   Q2	$62.1 B	KO 	AXP 	WFC 	PG 	BNI 	JNJ 	MCO 	WSC-OLD 	BUD 	COP 	GHC 	USB 	WMT 	UNP 	USG 	MTB 	TT 	NKE 	BAC 	ELV
2007   Q1	$57.5 B	KO 	AXP 	WFC 	PG 	MCO 	JNJ 	BNI 	WSC-OLD 	BUD 	GHC 	COP 	UNP 	WMT 	USB 	USG 	MTB 	TT 	NKE 	NSC 	TYC
2006   Q4	$52.8 B	KO 	AXP 	WFC 	PG 	MCO 	WSC-OLD 	BUD 	JNJ 	COP 	GHC 	USG 	WMT 	USB 	MTB 	TT 	AMP 	NKE 	CMCSK-OLD 	TYC 	GE
