Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
2021-08-31,217867,USD,2021,FY,2021-10-06,2023-10-11,443089000.0,444346000.0,195929000000.0,-170684000000.0,25245000000.0,-18537000000.0,-18537000000.0,,,6708000000.0,-28000000.0,-171000000.0,6680000000.0,,6680000000.0,-1601000000.0,5079000000,,5007000000,5007000000
2022-08-31,217867,USD,2022,FY,2022-10-05,2024-10-09,443651000.0,444757000.0,226954000000.0,-199382000000.0,27572000000.0,-19779000000.0,-19779000000.0,,,7793000000.0,47000000.0,-158000000.0,7840000000.0,,7840000000.0,-1925000000.0,5915000000,,5844000000,5844000000
2023-08-31,217867,USD,2023,FY,2023-10-11,2025-10-08,443854000.0,444452000.0,242290000000.0,-212586000000.0,29704000000.0,-21590000000.0,-21590000000.0,,,8114000000.0,373000000.0,-160000000.0,8487000000.0,,8487000000.0,-2195000000.0,6292000000,,6292000000,6292000000
2024-08-31,217867,USD,2024,FY,2024-10-09,2025-10-08,443914000.0,444759000.0,254453000000.0,-222358000000.0,32095000000.0,-22810000000.0,-22810000000.0,,,9285000000.0,455000000.0,-169000000.0,9740000000.0,,9740000000.0,-2373000000.0,7367000000,,7367000000,7367000000
