Date,SimFinId,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding
2020-09-09,107326,204.35,206.29,201.95,204.06,195.67,7532626,,2134543293.0
2020-09-10,107326,204.86,207.0,200.45,201.54,193.25,7242970,,2134543293.0
2020-09-11,107326,201.58,202.41,198.91,200.68,192.43,7439317,,2134543293.0
2020-09-14,107326,203.35,206.41,203.14,204.98,196.55,11730452,,2134543293.0
2020-09-15,107326,206.75,208.21,204.77,205.39,196.94,6328575,,2134543293.0
2020-09-16,107326,206.74,207.75,204.95,205.13,196.7,6135541,,2134543293.0
2020-09-17,107326,202.85,205.58,202.0,205.27,196.83,7474944,,2134543293.0
2020-09-18,107326,205.47,205.72,201.72,202.61,194.28,9084141,,2134543293.0
2020-09-21,107326,199.91,201.25,194.7,197.45,189.33,9656041,,2134543293.0
2020-09-22,107326,198.09,200.71,196.8,200.56,192.31,7543137,,2134543293.0
2020-09-23,107326,200.8,201.09,194.57,195.37,187.34,6310558,,2134543293.0
2020-09-24,107326,195.15,197.67,193.13,195.52,187.48,9865265,,2134543293.0
2020-09-25,107326,195.02,198.14,193.51,197.25,189.14,5496052,,2134543293.0
2020-09-28,107326,200.63,201.72,199.83,200.32,192.08,5565280,,2134543293.0
2020-09-29,107326,200.58,202.38,199.37,199.44,191.24,5559814,,2134543293.0
2020-09-30,107326,200.85,202.54,198.89,199.97,191.75,9157591,,2000000000.0
2020-10-01,107326,202.21,205.19,201.64,203.35,194.99,7234628,,2000000000.0
2020-10-02,107326,200.0,202.83,199.4,201.46,193.18,6019734,,2000000000.0
2020-10-05,107326,202.71,203.65,201.05,203.54,195.17,6090528,,2000000000.0
2020-10-06,107326,204.11,205.1,199.71,200.45,192.21,5841141,,2000000000.0
2020-10-07,107326,202.0,202.79,199.99,202.47,194.14,6713433,,2000000000.0
2020-10-08,107326,204.0,204.3,202.23,202.98,194.63,3955634,,2000000000.0
2020-10-09,107326,204.0,207.08,203.68,206.64,198.14,5562948,,2000000000.0
2020-10-12,107326,206.94,207.97,205.73,206.4,197.91,6622714,,2000000000.0
2020-10-13,107326,203.38,205.21,203.03,204.32,195.92,5621674,,2000000000.0
2020-10-14,107326,204.71,204.97,201.13,202.2,193.89,5321915,,2000000000.0
2020-10-15,107326,201.01,204.7,197.6,199.55,191.34,8887367,,2000000000.0
2020-10-16,107326,199.99,202.65,199.41,200.26,192.03,6387996,,2000000000.0
2020-10-19,107326,200.85,201.07,196.5,196.97,188.87,7449606,,2000000000.0
2020-10-20,107326,197.55,199.66,196.71,197.7,189.57,7429822,,2000000000.0
2020-10-21,107326,197.83,200.42,197.83,198.43,190.27,6067207,,2000000000.0
2020-10-22,107326,199.34,199.77,195.76,197.99,189.85,4911939,,2000000000.0
2020-10-23,107326,199.75,199.88,196.02,198.01,189.87,5877238,,2000000000.0
2020-10-26,107326,196.0,196.42,190.72,193.07,185.13,12608686,,2000000000.0
2020-10-27,107326,193.0,193.7,189.22,190.06,182.25,8690350,,2000000000.0
2020-10-28,107326,183.98,184.7,179.34,180.87,173.43,17809450,,2000000000.0
2020-10-29,107326,183.0,187.0,179.34,184.87,177.27,16820865,,2000000000.0
2020-10-30,107326,182.66,184.22,179.23,181.71,174.24,10256303,,2000000000.0
2020-11-02,107326,184.51,186.92,183.89,184.74,177.14,8057085,,2000000000.0
2020-11-03,107326,186.83,189.53,185.16,188.34,180.6,6467857,,2000000000.0
2020-11-04,107326,192.89,196.88,191.53,193.97,185.99,8102656,,2000000000.0
2020-11-05,107326,198.36,200.99,197.29,197.64,189.51,7132143,,2000000000.0
2020-11-06,107326,197.35,199.68,195.43,198.47,190.31,6180509,,2000000000.0
2020-11-09,107326,214.69,217.65,212.28,212.68,203.93,17916898,,2000000000.0
2020-11-10,107326,211.94,214.06,210.54,213.31,204.54,7943557,,2000000000.0
2020-11-11,107326,212.17,214.28,211.67,212.7,203.95,5331383,,2000000000.0
2020-11-12,107326,211.43,212.54,207.14,208.26,200.0,7303816,0.32,2000000000.0
2020-11-13,107326,209.91,211.28,207.3,210.48,202.14,6378517,,2140219003.0
2020-11-16,107326,214.57,215.09,211.83,212.7,204.27,12083214,,2140219003.0
2020-11-17,107326,210.56,212.09,209.5,210.71,202.36,7268825,,2140219003.0
2020-11-18,107326,209.72,211.15,207.67,207.83,199.59,6977923,,2140219003.0
2020-11-19,107326,207.24,208.73,205.53,207.57,199.34,5657248,,2140219003.0
2020-11-20,107326,207.13,208.11,203.81,203.88,195.8,9654712,,2140219003.0
2020-11-23,107326,204.7,209.0,204.7,208.16,199.91,6107265,,2140219003.0
2020-11-24,107326,210.85,213.82,209.4,209.68,201.37,10076115,,2140219003.0
2020-11-25,107326,209.67,211.95,208.87,210.89,202.53,6772894,,2140219003.0
2020-11-27,107326,212.0,212.03,208.81,211.0,202.63,3512893,,2140219003.0
2020-11-30,107326,209.54,210.54,206.6,210.35,202.01,7725515,,2140219003.0
2020-12-01,107326,212.13,213.67,211.04,211.2,202.83,7943304,,2140219003.0
2020-12-02,107326,211.0,211.4,208.48,210.18,201.85,9728898,,2140219003.0
2020-12-03,107326,209.78,211.11,207.61,208.05,199.8,9203327,,2140219003.0
2020-12-04,107326,209.74,212.72,208.51,212.68,204.25,5720129,,2140219003.0
2020-12-07,107326,211.97,214.5,211.8,212.65,204.22,10624498,,2140219003.0
2020-12-08,107326,209.95,213.13,209.89,212.77,204.33,8646231,,2140219003.0
2020-12-09,107326,213.23,213.5,208.95,209.58,201.27,6251066,,2140219003.0
2020-12-10,107326,208.51,209.3,207.25,207.61,199.38,10492035,,2140219003.0
2020-12-11,107326,205.36,206.89,204.5,206.24,198.06,9227638,,2140219003.0
2020-12-14,107326,207.85,211.3,206.97,207.25,199.03,11967704,,2140219003.0
2020-12-15,107326,208.54,209.44,206.16,208.36,200.1,9799032,,2140219003.0
2020-12-16,107326,208.48,209.12,207.14,208.27,200.01,7504356,,2140219003.0
2020-12-17,107326,209.0,211.78,208.85,211.18,202.81,6517228,,2140219003.0
2020-12-18,107326,211.02,211.98,209.87,211.31,202.93,13298241,,2140219003.0
2020-12-21,107326,208.27,209.8,204.79,209.01,200.72,7576684,,2140219003.0
2020-12-22,107326,208.39,208.4,205.6,205.84,197.68,7403829,,2140219003.0
2020-12-23,107326,207.33,207.33,205.11,205.3,197.16,6523085,,2140219003.0
2020-12-24,107326,206.64,208.82,206.6,208.7,200.43,3367895,,2140219003.0
2020-12-28,107326,209.85,213.46,208.95,212.63,204.2,5771628,,2140219003.0
2020-12-29,107326,214.61,215.24,213.54,214.37,205.87,6093412,,2140219003.0
2020-12-30,107326,216.0,220.39,215.65,218.36,209.7,8875066,,2140219003.0
2020-12-31,107326,218.4,219.82,216.2,218.73,210.06,5922170,,2000000000.0
2021-01-04,107326,220.25,220.25,214.24,217.76,209.13,10318329,,2000000000.0
2021-01-05,107326,216.31,218.46,213.64,214.51,206.01,6869718,,2000000000.0
2021-01-06,107326,213.8,216.17,212.07,212.62,204.19,7206248,,2000000000.0
2021-01-07,107326,212.2,215.22,212.2,213.81,205.33,10967869,,2000000000.0
2021-01-08,107326,214.17,216.12,212.75,215.45,206.91,6513279,,2000000000.0
