Date,SimFinId,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding
2020-10-29,331628,293.2,295.3,287.55,293.18,283.65,9582260,,996925348.0
2020-10-30,331628,289.85,291.85,281.2,288.64,279.26,6893575,,996925348.0
2020-11-02,331628,294.24,294.84,288.12,289.97,280.55,5095018,,996925348.0
2020-11-03,331628,294.45,300.34,291.78,295.39,285.79,4097715,,996925348.0
2020-11-04,331628,305.09,312.72,302.24,307.2,297.22,4790140,,996925348.0
2020-11-05,331628,315.14,319.35,313.58,316.53,306.24,3794406,,996925348.0
2020-11-06,331628,315.98,316.49,310.09,313.64,303.45,2978524,,996925348.0
2020-11-09,331628,346.92,357.0,340.9,344.56,333.36,10933692,,996925348.0
2020-11-10,331628,339.99,345.86,333.44,334.78,323.9,5330365,,996925348.0
2020-11-11,331628,337.41,337.7,331.07,332.39,321.59,2969922,,996925348.0
2020-11-12,331628,329.06,333.09,326.3,328.29,317.62,3208585,,996925348.0
2020-11-13,331628,330.3,336.11,327.34,335.03,324.14,2393997,,996925348.0
2020-11-16,331628,341.8,342.65,333.17,335.45,324.55,3313117,,996925348.0
2020-11-17,331628,333.17,337.77,330.72,336.5,325.56,3412853,,996925348.0
2020-11-18,331628,336.53,340.95,334.86,335.94,325.02,3203424,,996925348.0
2020-11-19,331628,335.49,339.16,331.42,333.88,323.03,2718742,,996925348.0
2020-11-20,331628,334.78,335.15,323.0,323.0,312.5,4144864,,996925348.0
2020-11-23,331628,326.21,333.2,324.37,332.04,321.25,3220817,,996925348.0
2020-11-24,331628,336.91,344.11,334.12,342.39,331.26,3513355,,996925348.0
2020-11-25,331628,343.71,343.71,339.34,341.32,330.23,2535198,,996925348.0
2020-11-27,331628,342.83,342.88,337.61,339.07,328.05,1402271,,996925348.0
2020-11-30,331628,337.66,338.05,330.18,336.51,325.57,4276207,,996925348.0
2020-12-01,331628,339.67,342.63,337.62,338.88,327.87,3881458,,996925348.0
2020-12-02,331628,336.78,340.24,334.0,340.22,329.16,2972421,,996925348.0
2020-12-03,331628,338.56,342.31,334.12,335.14,324.25,3080295,,996925348.0
2020-12-04,331628,336.92,344.35,335.8,344.35,333.16,4323636,,996925348.0
2020-12-07,331628,343.36,347.99,340.05,340.96,329.88,2389808,,996925348.0
2020-12-08,331628,338.28,342.83,336.7,340.79,329.71,2224649,,996925348.0
2020-12-09,331628,340.41,341.71,334.69,336.85,325.9,2962586,,996925348.0
2020-12-10,331628,334.65,335.54,331.19,331.52,320.75,3506826,,996925348.0
2020-12-11,331628,327.09,331.56,325.53,327.42,316.78,4178111,,996925348.0
2020-12-14,331628,329.0,338.75,327.59,331.15,320.39,3552615,,996925348.0
2020-12-15,331628,333.16,335.22,327.62,333.65,322.81,3106678,,996925348.0
2020-12-16,331628,333.96,334.0,329.25,332.1,321.31,3393284,,996925348.0
2020-12-17,331628,334.54,338.33,333.4,336.9,325.95,2725483,,996925348.0
2020-12-18,331628,336.51,341.6,334.35,340.33,329.27,8443730,,996925348.0
2020-12-21,331628,333.21,336.15,327.24,334.37,323.5,3642516,,996925348.0
2020-12-22,331628,334.16,335.22,331.6,332.24,321.44,2404432,,996925348.0
2020-12-23,331628,334.13,335.21,329.03,329.23,318.53,2760577,,996925348.0
2020-12-24,331628,330.65,336.37,330.35,336.0,325.08,1308938,,996925348.0
2020-12-28,331628,337.86,345.59,336.87,344.47,333.27,3432297,,996925348.0
2020-12-29,331628,347.78,348.75,344.76,346.66,335.39,2823004,,996925348.0
2020-12-30,331628,348.68,357.82,347.21,355.55,343.99,4200633,,996925348.0
2020-12-31,331628,355.03,359.41,353.25,356.94,345.34,2881763,,996925348.0
2021-01-04,331628,358.0,358.12,347.36,351.49,340.07,4638353,,996925348.0
2021-01-05,331628,348.8,353.0,345.44,347.42,336.13,2990661,,996925348.0
2021-01-06,331628,350.42,354.03,344.56,347.55,336.25,3967023,,996925348.0
2021-01-07,331628,348.95,352.37,348.38,349.86,338.92,3100154,0.44,996925348.0
2021-01-08,331628,351.36,354.98,349.49,353.85,342.78,3371500,,996925348.0
2021-01-11,331628,352.11,353.42,347.79,348.2,337.31,2403454,,996925348.0
2021-01-12,331628,347.08,348.0,336.03,342.92,332.19,4816687,,996925348.0
2021-01-13,331628,349.61,349.76,344.23,346.33,335.5,4126032,,996925348.0
2021-01-14,331628,348.69,349.58,326.69,326.93,316.7,8712154,,996925348.0
2021-01-15,331628,327.54,329.69,321.88,323.26,313.15,7911519,,996925348.0
2021-01-19,331628,326.99,329.13,324.66,325.94,315.74,4625193,,996925348.0
2021-01-20,331628,329.99,337.93,329.13,334.91,324.43,5081012,,996925348.0
2021-01-21,331628,334.41,336.86,331.75,334.44,323.98,3487267,,996925348.0
2021-01-22,331628,330.39,335.15,328.91,328.99,318.7,3846597,,996925348.0
2021-01-25,331628,327.51,329.95,317.23,329.19,318.89,6257704,,996925348.0
2021-01-26,331628,330.0,330.54,325.82,327.7,317.45,3503147,,996925348.0
2021-01-27,331628,320.36,323.0,313.12,315.49,305.62,7449381,,996925348.0
2021-01-28,331628,327.09,329.0,321.98,324.28,314.14,6906363,,996925348.0
2021-01-29,331628,323.8,325.68,312.38,316.29,306.4,7627177,,996925348.0
2021-02-01,331628,320.91,323.52,317.58,321.56,311.5,4930713,,996925348.0
2021-02-02,331628,323.45,336.16,323.45,334.37,323.91,5423386,,996925348.0
2021-02-03,331628,333.84,336.0,331.07,332.82,322.41,4036757,,996925348.0
2021-02-04,331628,335.37,343.25,335.06,340.83,330.17,4537693,,996925348.0
2021-02-05,331628,342.52,344.33,337.39,338.75,328.15,2964784,,996925348.0
2021-02-08,331628,340.0,341.49,335.53,337.03,326.49,2652788,,996925348.0
2021-02-09,331628,335.95,336.22,330.0,333.44,323.01,2960299,,996925348.0
2021-02-10,331628,335.0,335.47,332.25,334.21,323.76,4153404,,996925348.0
2021-02-11,331628,345.5,349.59,340.25,342.87,332.14,5110767,,996925348.0
2021-02-12,331628,341.33,343.12,336.7,341.0,330.33,3025276,,996925348.0
2021-02-16,331628,343.2,344.0,338.07,341.21,330.54,2917059,,996925348.0
2021-02-17,331628,339.04,340.38,335.84,337.33,326.78,2256392,,996925348.0
2021-02-18,331628,334.49,339.95,332.83,338.46,327.87,2394934,,996925348.0
2021-02-19,331628,338.44,339.0,331.0,333.17,322.75,4095761,,996925348.0
2021-02-22,331628,330.0,344.12,328.77,340.66,330.0,4932869,,996925348.0
2021-02-23,331628,340.65,354.28,338.41,350.42,339.46,6326937,,996925348.0
2021-02-24,331628,352.87,368.79,350.57,367.32,355.83,7467407,,996925348.0
2021-02-25,331628,364.56,367.32,352.21,354.57,343.48,5191680,,996925348.0
2021-02-26,331628,357.08,359.39,347.12,353.85,342.78,4699091,,996925348.0
2021-03-01,331628,360.68,366.45,359.18,362.9,351.55,4383130,,996925348.0
2021-03-02,331628,362.0,366.61,359.34,362.82,351.47,3559271,,996925348.0
2021-03-03,331628,360.0,365.43,355.45,360.25,348.98,3692276,,996925348.0
2021-03-04,331628,360.1,361.63,344.68,349.5,338.57,4571998,,996925348.0
2021-03-05,331628,354.92,361.79,346.42,360.88,349.59,4643227,,996925348.0
2021-03-08,331628,362.4,382.46,361.79,371.33,359.71,7213336,,996925348.0
2021-03-09,331628,375.0,387.32,372.72,376.52,364.74,5832779,,996925348.0
2021-03-10,331628,376.6,384.0,373.0,381.7,369.76,4509457,,996925348.0
2021-03-11,331628,385.5,389.5,382.6,384.38,372.36,3729655,,996925348.0
2021-03-12,331628,381.14,383.93,379.24,382.71,370.74,2467524,,996925348.0
2021-03-15,331628,383.31,387.86,378.64,381.76,369.82,4216398,,996925348.0
2021-03-16,331628,382.7,385.28,378.69,382.38,370.42,3445088,,996925348.0
2021-03-17,331628,381.85,385.1,375.87,378.68,366.83,3240916,,996925348.0
2021-03-18,331628,375.03,375.48,365.04,367.0,355.52,7205724,,996925348.0
2021-03-19,331628,364.8,366.28,350.14,356.51,345.36,12224317,,996925348.0
2021-03-22,331628,355.94,361.65,354.0,358.4,347.19,4140708,,996925348.0
2021-03-23,331628,359.3,359.3,353.51,355.27,344.16,3756440,,996925348.0
2021-03-24,331628,357.08,364.99,356.0,359.65,348.4,3549982,,996925348.0
2021-03-25,331628,358.01,359.47,354.15,358.36,347.15,2961996,,996925348.0
2021-03-26,331628,359.93,366.61,357.26,366.14,354.69,2741425,,996925348.0
2021-03-29,331628,364.24,365.35,358.61,362.91,351.56,4055044,,996925348.0
2021-03-30,331628,360.78,364.57,357.1,358.2,346.99,2885757,,996925348.0
2021-03-31,331628,359.59,361.5,355.78,356.05,344.91,4372765,,996925348.0
2021-04-01,331628,357.04,363.4,355.24,363.3,351.94,3701843,,996925348.0
2021-04-05,331628,366.8,370.52,364.34,368.32,356.8,2180282,,996925348.0
2021-04-06,331628,364.9,370.75,362.5,369.57,358.01,2662240,,996925348.0
2021-04-07,331628,369.14,373.96,369.0,371.08,359.47,2958447,,996925348.0
2021-04-08,331628,373.0,379.31,372.75,377.74,366.35,3528391,0.44,996925348.0
2021-04-09,331628,376.08,380.35,374.44,380.08,368.62,2429302,,996925348.0
2021-04-12,331628,378.08,380.94,376.18,379.84,368.39,2896632,,996925348.0
2021-04-13,331628,379.06,380.1,376.8,378.13,366.73,2652779,,996925348.0
2021-04-14,331628,377.0,380.95,375.6,378.32,366.91,2317388,,996925348.0
2021-04-15,331628,381.17,387.37,380.97,386.49,374.84,2942155,,996925348.0
2021-04-16,331628,389.0,389.1,383.67,386.17,374.53,2725766,,996925348.0
2021-04-19,331628,384.9,387.74,381.32,382.16,370.64,3361053,,996925348.0
2021-04-20,331628,380.19,381.31,373.56,376.63,365.27,3135947,,996925348.0
2021-04-21,331628,378.59,384.1,376.67,383.1,371.55,2466385,,996925348.0
2021-04-22,331628,383.08,389.5,381.99,383.36,371.8,3713712,,996925348.0
2021-04-23,331628,384.35,389.88,383.46,387.06,375.39,2295300,,996925348.0
2021-04-26,331628,387.83,392.94,387.1,387.47,375.79,2255026,,996925348.0
2021-04-27,331628,388.22,390.43,386.14,389.07,377.34,2270000,,996925348.0
2021-04-28,331628,390.7,401.5,390.7,395.65,383.72,4065306,,996925348.0
2021-04-29,331628,391.5,392.39,383.81,388.95,377.22,4637096,,996925348.0
2021-04-30,331628,382.86,385.0,375.61,382.06,370.54,4043225,,996925348.0
2021-05-03,331628,385.47,386.87,376.85,379.4,367.96,3344081,,996925348.0
2021-05-04,331628,377.07,378.21,371.58,375.91,364.57,3321356,,996925348.0
2021-05-05,331628,377.93,379.64,368.03,369.14,358.01,2993900,,996925348.0
2021-05-06,331628,371.14,375.73,365.7,375.48,364.16,3787276,,996925348.0
2021-05-07,331628,377.26,378.64,373.56,375.4,364.08,2936035,,996925348.0
2021-05-10,331628,375.79,376.0,365.41,366.34,355.29,3193732,,996925348.0
2021-05-11,331628,361.01,368.93,359.27,367.61,356.52,3073389,,996925348.0
2021-05-12,331628,364.75,365.38,355.64,356.62,345.87,3293468,,996925348.0
2021-05-13,331628,359.33,362.84,357.92,360.02,349.16,2626369,,996925348.0
2021-05-14,331628,363.03,364.71,361.49,363.91,352.94,2959734,,996925348.0
2021-05-17,331628,362.3,364.06,358.06,363.3,352.34,2511792,,996925348.0
2021-05-18,331628,367.0,369.84,362.88,363.07,352.12,3421210,,996925348.0
2021-05-19,331628,357.33,361.15,355.37,360.98,350.09,3578231,,996925348.0
2021-05-20,331628,362.94,369.41,362.49,367.7,356.61,4087452,,996925348.0
2021-05-21,331628,369.14,372.53,367.46,367.6,356.52,2708772,,996925348.0
2021-05-24,331628,370.08,373.74,369.64,372.38,361.15,2351777,,996925348.0
2021-05-25,331628,373.13,373.75,366.82,367.22,356.15,3916510,,996925348.0
2021-05-26,331628,369.0,369.9,362.05,362.65,351.71,3101919,,996925348.0
2021-05-27,331628,364.55,366.39,360.54,362.0,351.08,5416264,,996925348.0
2021-05-28,331628,363.5,365.41,360.42,360.58,349.71,3625914,,996925348.0
2021-06-01,331628,364.48,365.4,359.54,359.79,348.94,3119928,,996925348.0
2021-06-02,331628,363.53,371.17,362.88,366.85,355.79,3531164,,996925348.0
2021-06-03,331628,363.36,366.69,361.73,361.82,350.91,2606231,,996925348.0
2021-06-04,331628,364.31,366.63,363.7,366.02,354.98,2295380,,996925348.0
2021-06-07,331628,367.8,371.35,363.28,364.08,353.1,2133427,,996925348.0
2021-06-08,331628,365.0,367.68,363.23,365.26,354.25,3224152,,996925348.0
2021-06-09,331628,366.94,369.32,363.33,363.33,352.37,2521216,,996925348.0
2021-06-10,331628,364.69,365.64,361.96,364.3,353.31,2460441,,996925348.0
2021-06-11,331628,365.54,366.85,363.8,365.5,354.48,2708482,,996925348.0
2021-06-14,331628,366.0,366.63,362.1,366.52,355.47,2515618,,996925348.0
2021-06-15,331628,367.34,368.75,362.74,368.12,357.02,3562471,,996925348.0
2021-06-16,331628,369.38,369.38,361.3,363.82,352.85,3076802,,996925348.0
2021-06-17,331628,363.5,369.15,361.23,367.29,356.21,3824917,,996925348.0
2021-06-18,331628,362.12,370.38,362.0,367.42,356.34,5009378,,996925348.0
2021-06-21,331628,368.62,376.45,366.2,373.09,361.84,3094644,,996925348.0
2021-06-22,331628,373.99,378.76,372.02,378.04,366.64,3582650,,996925348.0
2021-06-23,331628,378.0,378.72,374.29,375.14,363.83,2241911,,996925348.0
2021-06-24,331628,379.0,380.06,372.9,374.75,363.45,2788325,,996925348.0
2021-06-25,331628,375.45,379.65,373.32,379.61,368.16,3983881,,996925348.0
2021-06-28,331628,380.92,380.92,365.12,367.68,356.59,4800274,,996925348.0
2021-06-29,331628,369.01,371.39,367.91,368.0,356.9,3394538,,996925348.0
2021-06-30,331628,367.95,370.17,364.27,365.09,354.08,2884914,,996925348.0
2021-07-01,331628,366.05,371.21,365.6,370.71,359.53,3108496,,996925348.0
2021-07-02,331628,372.69,375.49,372.15,375.03,363.72,2787034,,996925348.0
2021-07-06,331628,376.65,378.24,371.5,376.12,364.78,2740460,,996925348.0
2021-07-07,331628,376.79,378.15,372.45,373.92,362.64,3176557,,996925348.0
2021-07-08,331628,367.5,370.59,365.65,370.19,359.45,2808993,0.44,996925348.0
2021-07-09,331628,371.85,373.48,369.89,372.94,362.12,2404802,,996925348.0
2021-07-12,331628,375.0,376.07,372.08,375.56,364.67,2648393,,996925348.0
2021-07-13,331628,375.55,386.64,375.55,383.71,372.58,5161005,,996925348.0
2021-07-14,331628,382.98,391.63,382.98,390.8,379.47,4140829,,996925348.0
2021-07-15,331628,390.14,393.3,387.45,390.23,378.91,3772968,,996925348.0
2021-07-16,331628,393.15,393.46,385.33,387.12,375.89,2706530,,996925348.0
2021-07-19,331628,378.0,378.6,363.37,365.45,354.85,6814430,,996925348.0
2021-07-20,331628,367.0,376.6,365.27,374.39,363.53,3542605,,996925348.0
2021-07-21,331628,376.03,380.9,375.05,380.06,369.04,2393131,,996925348.0
2021-07-22,331628,380.3,382.86,377.05,382.16,371.08,4180644,,996925348.0
2021-07-23,331628,385.09,394.5,385.09,393.26,381.85,3720272,,996925348.0
2021-07-26,331628,391.67,392.89,388.27,392.8,381.41,2285814,,996925348.0
2021-07-27,331628,390.0,395.28,385.89,390.27,378.95,2783822,,996925348.0
2021-07-28,331628,391.62,391.73,382.32,383.44,372.32,3372571,,996925348.0
2021-07-29,331628,387.5,394.74,387.5,388.81,377.53,3769421,,996925348.0
2021-07-30,331628,389.0,389.0,383.08,385.94,374.75,2533294,,996925348.0
2021-08-02,331628,389.3,389.98,373.8,375.26,364.38,3430303,,996925348.0
2021-08-03,331628,376.66,376.67,359.57,367.6,356.94,6328497,,996925348.0
2021-08-04,331628,367.28,369.26,363.43,368.01,357.34,3203182,,996925348.0
2021-08-05,331628,368.2,371.96,367.0,371.94,361.15,2562647,,996925348.0
2021-08-06,331628,371.42,375.5,371.0,374.53,363.67,2038730,,996925348.0
2021-08-09,331628,374.19,374.5,368.89,370.68,359.93,2400796,,996925348.0
2021-08-10,331628,372.29,372.75,364.11,367.84,357.17,3225280,,996925348.0
2021-08-11,331628,368.55,369.96,363.75,364.24,353.68,3267708,,996925348.0
2021-08-12,331628,362.57,363.22,357.85,361.98,351.48,3803216,,996925348.0
2021-08-13,331628,362.26,363.5,360.63,362.75,352.23,2303183,,996925348.0
2021-08-16,331628,360.5,363.81,356.62,363.56,353.02,2937742,,996925348.0
2021-08-17,331628,362.0,364.46,359.79,363.23,352.7,2812781,,996925348.0
2021-08-18,331628,361.18,365.68,360.59,360.95,350.48,2774545,,996925348.0
2021-08-19,331628,356.9,360.14,354.72,357.31,346.95,2727913,,996925348.0
2021-08-20,331628,357.36,358.32,353.33,354.99,344.69,4135879,,996925348.0
2021-08-23,331628,357.47,362.24,356.75,361.01,350.54,3537868,,996925348.0
2021-08-24,331628,363.03,366.1,361.46,361.78,351.29,3032033,,996925348.0
2021-08-25,331628,361.96,362.4,358.5,359.1,348.69,2340361,,996925348.0
2021-08-26,331628,358.0,358.2,351.8,352.86,342.63,3946332,,996925348.0
2021-08-27,331628,352.46,356.5,351.65,355.73,345.41,3698298,,996925348.0
2021-08-30,331628,354.8,358.04,352.25,353.05,342.81,4032096,,996925348.0
2021-08-31,331628,352.94,355.22,344.68,346.23,336.19,6780389,,996925348.0
2021-09-01,331628,347.38,352.05,347.3,349.57,339.43,4499639,,996925348.0
2021-09-02,331628,350.51,350.54,339.33,341.28,331.38,7413609,,996925348.0
2021-09-03,331628,339.93,344.14,338.93,340.23,330.36,5172760,,996925348.0
2021-09-07,331628,344.89,348.0,343.02,344.71,334.71,4766496,,996925348.0
2021-09-08,331628,345.0,352.0,345.0,351.04,340.86,5054473,,996925348.0
2021-09-09,331628,350.71,353.64,349.92,351.41,341.22,3716196,,996925348.0
2021-09-10,331628,354.93,355.0,347.02,347.39,337.32,3437652,,996925348.0
2021-09-13,331628,350.0,351.99,346.36,347.82,337.73,3234238,,996925348.0
2021-09-14,331628,349.68,349.88,345.25,345.8,335.77,3282192,,996925348.0
2021-09-15,331628,347.0,347.53,342.76,344.75,334.75,3833527,,996925348.0
2021-09-16,331628,345.41,347.68,344.69,346.31,336.27,3771291,,996925348.0
2021-09-17,331628,344.0,346.0,340.77,343.04,333.09,5529836,,996925348.0
2021-09-20,331628,338.32,341.11,335.62,339.69,329.84,3956645,,996925348.0
2021-09-21,331628,342.2,343.18,337.28,337.38,327.6,2967251,,996925348.0
2021-09-22,331628,339.3,343.87,338.54,343.41,333.45,3238824,,996925348.0
2021-09-23,331628,345.74,354.79,345.2,354.07,343.8,4783236,,996925348.0
2021-09-24,331628,354.03,359.93,352.76,358.16,347.77,3306211,,996925348.0
2021-09-27,331628,357.05,362.59,355.16,356.77,346.42,4157955,,996925348.0
2021-09-28,331628,355.5,356.0,349.05,351.18,341.0,3266995,,996925348.0
2021-09-29,331628,352.81,357.18,352.41,353.19,342.95,2808806,,996925348.0
2021-09-30,331628,354.74,356.0,347.4,347.68,337.6,4393567,,996925348.0
2021-10-01,331628,349.83,363.18,347.16,360.18,349.73,5227260,,996925348.0
2021-10-04,331628,359.93,360.65,339.34,344.2,334.22,7901488,,996925348.0
2021-10-05,331628,347.56,348.56,342.93,343.21,333.26,4724056,,996925348.0
2021-10-06,331628,340.01,348.88,339.11,348.69,338.58,3711983,,996925348.0
2021-10-07,331628,349.0,357.9,349.0,353.91,344.07,3209227,0.44,996925348.0
2021-10-08,331628,356.0,360.37,354.21,354.96,345.09,2336909,,996925348.0
2021-10-11,331628,353.95,354.88,346.9,347.15,337.5,2769768,,996925348.0
2021-10-12,331628,348.65,350.0,344.62,345.34,335.74,3042883,,996925348.0
2021-10-13,331628,346.25,349.5,336.98,342.35,332.83,3755921,,996925348.0
2021-10-14,331628,343.84,345.81,340.83,344.58,335.0,4085934,,996925348.0
2021-10-15,331628,349.0,356.61,347.74,356.0,346.11,4053607,,996925348.0
2021-10-18,331628,353.96,359.94,350.23,358.44,348.48,3280888,,996925348.0
2021-10-19,331628,358.4,362.29,357.61,362.1,352.04,2835441,,996925348.0
2021-10-20,331628,361.7,362.49,356.0,356.77,346.85,2796212,,996925348.0
2021-10-21,331628,354.6,356.38,347.27,356.21,346.31,2516486,,996925348.0
2021-10-22,331628,356.68,361.64,354.9,358.67,348.7,2774374,,996925348.0
2021-10-25,331628,362.46,364.3,358.79,360.86,350.83,2447944,,996925348.0
2021-10-26,331628,363.38,367.35,356.81,357.32,347.39,3320059,,996925348.0
2021-10-27,331628,348.0,351.12,333.8,335.72,326.39,9652748,,996925348.0
2021-10-28,331628,344.17,350.49,328.87,333.03,323.77,9505096,,996925348.0
2021-10-29,331628,331.24,338.15,331.11,335.52,326.19,5843696,,996925348.0
2021-11-01,331628,335.25,340.9,332.88,334.05,324.77,5122241,,996925348.0
2021-11-02,331628,335.13,335.77,326.7,328.48,319.35,5358959,,996925348.0
2021-11-03,331628,328.5,329.58,323.34,329.43,320.27,3952521,,996925348.0
2021-11-04,331628,331.07,338.63,329.33,335.43,326.11,4819487,,996925348.0
2021-11-05,331628,342.44,350.16,341.0,348.79,339.1,7201499,,996925348.0
2021-11-08,331628,348.01,353.15,347.66,349.67,339.95,3862207,,996925348.0
2021-11-09,331628,350.0,350.2,339.65,344.65,335.07,4214992,,996925348.0
2021-11-10,331628,350.1,359.62,349.5,357.94,347.99,6337083,,996925348.0
2021-11-11,331628,358.38,359.64,352.57,354.34,344.49,4472150,,996925348.0
2021-11-12,331628,356.06,363.84,355.93,363.5,353.4,4638239,,996925348.0
2021-11-15,331628,365.14,371.13,360.66,361.36,351.32,4693196,,996925348.0
2021-11-16,331628,364.77,371.07,362.0,369.56,359.29,4969009,,996925348.0
2021-11-17,331628,359.58,368.0,351.22,359.17,349.19,11727269,,996925348.0
2021-11-18,331628,360.73,362.48,344.58,348.22,338.54,6534921,,996925348.0
2021-11-19,331628,346.0,346.65,339.13,339.72,330.28,6957896,,996925348.0
2021-11-22,331628,339.8,341.48,319.76,321.3,312.37,11380660,,996925348.0
2021-11-23,331628,324.96,329.69,321.69,329.0,319.86,7118598,,996925348.0
2021-11-24,331628,326.95,340.36,325.02,340.0,330.55,6414372,,996925348.0
2021-11-26,331628,321.58,326.87,319.0,324.17,315.16,6613928,,996925348.0
2021-11-29,331628,330.0,331.82,318.25,323.01,314.03,6362190,,996925348.0
2021-11-30,331628,318.0,320.76,310.11,314.92,306.17,10237559,,996925348.0
2021-12-01,331628,320.78,322.02,306.0,306.28,297.77,8014842,,996925348.0
2021-12-02,331628,309.59,322.2,308.99,320.2,311.3,6717594,,996925348.0
2021-12-03,331628,320.24,322.69,314.0,322.11,313.16,4732940,,996925348.0
2021-12-06,331628,324.75,336.76,322.0,333.33,324.07,6054959,,996925348.0
2021-12-07,331628,337.3,342.42,337.3,339.51,330.07,4939515,,996925348.0
2021-12-08,331628,339.23,344.02,334.1,342.34,332.82,4226942,,996925348.0
2021-12-09,331628,340.05,346.53,339.01,344.52,334.94,3389627,,996925348.0
2021-12-10,331628,347.0,350.25,344.83,349.92,340.19,3405910,,996925348.0
2021-12-13,331628,349.19,349.53,340.33,345.31,335.71,4358322,,996925348.0
2021-12-14,331628,345.32,348.21,337.86,340.55,331.08,4518478,,996925348.0
2021-12-15,331628,340.0,346.59,335.53,346.35,336.72,4918678,,996925348.0
2021-12-16,331628,351.7,353.77,345.12,352.92,343.11,5369922,,996925348.0
2021-12-17,331628,349.19,352.79,344.12,349.31,339.6,5898831,,996925348.0
2021-12-20,331628,341.24,343.52,336.23,337.02,327.65,5013898,,996925348.0
2021-12-21,331628,340.33,352.0,339.37,350.74,340.99,3105438,,996925348.0
2021-12-22,331628,346.58,358.62,346.58,357.48,347.54,3456400,,996925348.0
2021-12-23,331628,357.54,362.47,355.0,360.58,350.56,2626991,,996925348.0
2021-12-27,331628,360.0,361.08,355.6,360.31,350.3,2679603,,996925348.0
2021-12-28,331628,358.79,364.14,358.41,360.78,350.75,1920249,,996925348.0
2021-12-29,331628,361.78,363.15,360.19,361.29,351.25,1535298,,996925348.0
2021-12-30,331628,362.0,364.65,359.11,360.99,350.96,1557977,,996925348.0
2021-12-31,331628,357.95,363.38,356.78,359.32,349.33,1974483,,996925348.0
2022-01-03,331628,359.79,372.32,359.25,370.95,360.64,4714310,,996925348.0
2022-01-04,331628,371.99,382.4,371.64,375.39,364.96,6854546,,996925348.0
2022-01-05,331628,374.0,382.5,372.51,373.9,363.51,5976597,,996925348.0
2022-01-06,331628,368.69,374.21,366.5,370.0,360.19,4781145,0.49,996925348.0
2022-01-07,331628,366.39,371.79,364.11,369.65,359.85,4551189,,996925348.0
2022-01-10,331628,370.91,370.91,348.77,363.91,354.26,6009380,,996925348.0
