Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
2020-12-31,331628,USD,2020,FY,2021-02-12,2023-02-14,1003000000.0,1008000000.0,15301000000.0,,,-7147000000.0,-6567000000.0,,-580000000.0,8154000000.0,-351000000.0,-380000000.0,7803000000.0,-43000000.0,7760000000.0,-1349000000.0,6411000000,,6411000000,6411000000
2021-12-31,331628,USD,2021,FY,2022-02-11,2024-02-13,988000000.0,992000000.0,18884000000.0,,,-8708000000.0,-7982000000.0,,-726000000.0,10176000000.0,-420000000.0,-431000000.0,9756000000.0,551000000.0,10307000000.0,-1620000000.0,8687000000,,8687000000,8687000000
2022-12-31,331628,USD,2022,FY,2023-02-14,2025-02-12,968000000.0,971000000.0,22237000000.0,,,-9617000000.0,-8867000000.0,,-750000000.0,12620000000.0,-387000000.0,-471000000.0,12233000000.0,-501000000.0,11732000000.0,-1802000000.0,9930000000,,9930000000,9930000000
2023-12-31,331628,USD,2023,FY,2024-02-13,2026-02-11,944000000.0,946000000.0,25098000000.0,,,-10551000000.0,-9752000000.0,,-799000000.0,14547000000.0,-308000000.0,-575000000.0,14239000000.0,-600000000.0,13639000000.0,-2444000000.0,11195000000,,11195000000,11195000000
2024-12-31,331628,USD,2024,FY,2025-02-12,2026-02-11,925000000.0,927000000.0,28167000000.0,,,-11905000000.0,-11008000000.0,,-897000000.0,16262000000.0,-299000000.0,-646000000.0,15963000000.0,-709000000.0,15254000000.0,-2380000000.0,12874000000,,12874000000,12874000000
