formation_year,rank,ticker,overall_score,valuation_score,quality_score,quality_coverage,missing_metrics,historical_pe_observations_used,valuation_percentile,buy_date,buy_price,sell_date,sell_price,annual_return
2023,1,GOOGL,83.2,70.8,95.5,1.0,,15,0.3571,2023-04-03,103.4428,2024-04-01,154.1234,0.4899
2023,2,ASML,75.0,54.4,95.5,1.0,,12,0.6364,2023-04-03,654.0677,2024-04-01,972.7532,0.4872
2023,3,NVDA,66.4,37.3,95.5,1.0,,12,0.8182,2023-04-03,27.9077,2024-04-01,90.2069,2.2323
2023,4,V,75.2,56.5,94.0,1.0,,13,0.6667,2023-04-03,222.9818,2024-04-01,273.0928,0.2247
2023,5,MA,76.3,60.2,92.5,1.0,,13,0.5833,2023-04-03,358.9078,2024-04-01,471.3648,0.3133
2023,6,TXN,66.0,41.5,90.5,1.0,,12,0.8182,2023-04-03,166.548,2024-04-01,161.646,-0.0294
2023,7,MSFT,68.6,46.9,90.3,1.0,,12,0.7273,2023-04-03,279.9788,2024-04-01,417.2483,0.4903
2023,8,PFE,51.0,12.0,90.0,0.8889,ROIC,13,1.0,2023-04-03,33.3588,2024-04-01,23.5135,-0.2951
2023,9,OXY,73.0,56.5,89.4,0.8889,EPS CAGR,7,0.6667,2023-04-03,61.6219,2024-04-01,63.549,0.0313
2023,10,LRCX,60.1,31.2,89.0,1.0,,12,0.9091,2023-04-03,50.6283,2024-04-01,96.3323,0.9027
2024,1,MA,69.0,47.8,90.3,1.0,,14,0.7692,2024-04-01,471.3648,2025-04-01,543.5145,0.1531
2024,2,V,71.0,53.2,88.8,1.0,,14,0.6923,2024-04-01,273.0928,2025-04-01,342.4298,0.2539
2024,3,ADBE,80.4,74.3,86.5,1.0,,14,0.2308,2024-04-01,502.09,2025-04-01,383.2,-0.2368
2024,4,MSFT,61.2,41.0,81.5,1.0,,13,0.8333,2024-04-01,417.2483,2025-04-01,378.4666,-0.0929
2024,5,ASML,69.7,58.9,80.5,1.0,,13,0.5833,2024-04-01,972.7532,2025-04-01,659.2541,-0.3223
2024,6,GOOGL,76.0,72.0,80.0,1.0,,16,0.3333,2024-04-01,154.1234,2025-04-01,156.4338,0.015
2024,7,META,75.2,71.0,79.3,1.0,,12,0.2727,2024-04-01,487.5895,2025-04-01,583.6366,0.197
2024,8,COST,46.9,16.0,77.8,1.0,,11,1.0,2024-04-01,711.2396,2025-04-01,946.3181,0.3305
2024,9,NVDA,56.4,37.3,75.5,1.0,,12,0.8182,2024-04-01,90.2069,2025-04-01,109.9958,0.2194
2024,10,JNJ,58.7,42.4,75.0,0.8889,ROIC,13,0.75,2024-04-01,147.8812,2025-04-01,148.2433,0.0024
2025,1,META,76.3,60.2,92.5,1.0,,13,0.5,2025-04-01,583.6366,2026-04-01,578.6937,-0.0085
2025,2,GOOGL,74.0,55.4,92.5,1.0,,17,0.6875,2025-04-01,156.4338,2026-04-01,297.2125,0.8999
2025,3,ASML,68.3,44.9,91.8,1.0,,14,0.7692,2025-04-01,659.2541,2026-04-01,1355.0441,1.0554
2025,4,NVDA,79.0,66.9,91.0,1.0,,13,0.5,2025-04-01,109.9958,2026-04-01,175.5454,0.5959
2025,5,ADBE,83.5,77.6,89.5,1.0,,15,0.0714,2025-04-01,383.2,2026-04-01,241.37,-0.3701
2025,6,MSFT,75.5,62.1,88.8,1.0,,14,0.5385,2025-04-01,378.4666,2026-04-01,368.5717,-0.0261
2025,7,V,67.8,46.8,88.8,1.0,,15,0.7857,2025-04-01,342.4298,2026-04-01,297.3401,-0.1317
2025,8,MA,76.8,66.4,87.3,1.0,,15,0.5,2025-04-01,543.5145,2026-04-01,489.9852,-0.0985
2025,9,INTU,46.0,12.0,80.0,1.0,,10,1.0,2025-04-01,605.0843,2026-04-01,422.6856,-0.3014
2025,10,COST,56.5,35.1,77.8,1.0,,12,0.8182,2025-04-01,946.3181,2026-04-01,993.5364,0.0499
