formation_year,rank,ticker,overall_score,valuation_score,quality_score,quality_coverage,missing_metrics,historical_pe_observations_used,valuation_percentile,buy_date,buy_price,sell_date,sell_price,annual_return
2015,1,MA,70.9,51.5,90.3,1.0,,5,0.75,2015-01-02,79.7147,2016-01-04,88.8429,0.1145
2015,2,MSFT,52.7,15.7,89.7,0.7778,"FCF Margin, FCF Conversion",4,1.0,2015-01-02,39.6817,2016-01-04,47.7707,0.2038
2015,3,META,77.6,66.9,88.3,0.7778,"ROIC, EPS CAGR",3,0.5,2015-01-02,77.7671,2016-01-04,101.3302,0.303
2015,4,JNJ,61.2,35.6,86.8,1.0,,4,1.0,2015-01-02,76.1109,2016-01-04,75.3376,-0.0102
2015,5,LRCX,84.8,84.3,85.3,0.7778,"FCF Margin, FCF Conversion",4,0.0,2015-01-02,6.7907,2016-01-04,6.7367,-0.0079
2015,6,TXN,79.9,75.8,84.1,0.7778,"FCF Margin, FCF Conversion",4,0.3333,2015-01-02,38.9036,2016-01-04,40.5581,0.0425
2015,7,NKE,76.2,75.2,77.3,0.8889,ROIC,4,0.3333,2015-01-02,40.7441,2016-01-04,53.3142,0.3085
2015,8,GOOGL,61.0,45.1,76.8,0.6667,"ROIC, FCF Margin, FCF Conversion",7,0.8333,2015-01-02,26.2448,2016-01-04,37.6383,0.4341
2015,9,INTU,86.7,97.0,76.3,0.8889,ROIC,1,0.0,2015-01-02,82.6165,2016-01-04,86.4455,0.0463
2015,10,MO,52.8,30.6,75.0,0.7778,"FCF Margin, FCF Conversion",4,1.0,2015-01-02,23.3574,2016-01-04,28.5242,0.2212
2016,1,GOOGL,81.2,69.0,93.3,1.0,,8,0.4286,2016-01-04,37.6383,2017-01-03,40.0454,0.064
2016,2,META,88.7,84.7,92.7,0.8889,ROIC,4,0.0,2016-01-04,101.3302,2017-01-03,115.8427,0.1432
2016,3,LRCX,80.8,72.8,88.8,0.7778,"FCF Margin, FCF Conversion",5,0.25,2016-01-04,6.7367,2017-01-03,9.4392,0.4012
2016,4,SBUX,66.8,47.9,85.8,1.0,,5,0.5,2016-01-04,46.4852,2017-01-03,44.8242,-0.0357
2016,5,MA,73.2,60.8,85.5,0.6667,"ROIC, FCF Margin, FCF Conversion",6,0.6,2016-01-04,88.8429,2017-01-03,99.5555,0.1206
2016,6,TXN,60.0,35.1,85.0,0.7778,"FCF Margin, FCF Conversion",5,1.0,2016-01-04,40.5581,2017-01-03,56.3946,0.3905
2016,7,CRM,89.8,97.0,82.5,0.7778,"ROIC, EPS CAGR",1,0.0,2016-01-04,75.4054,2017-01-03,69.3404,-0.0804
2016,8,NKE,81.2,80.4,82.0,0.8889,ROIC,5,0.25,2016-01-04,53.3142,2017-01-03,45.5848,-0.145
2016,9,V,56.6,31.7,81.4,0.6667,"ROIC, Net Debt/EBITDA, Leverage",6,1.0,2016-01-04,70.1563,2017-01-03,74.2383,0.0582
2016,10,ADBE,71.3,64.2,78.5,1.0,,6,0.4,2016-01-04,91.97,2017-01-03,103.48,0.1251
2017,1,META,90.5,85.1,95.9,0.6667,"ROIC, Net Debt/EBITDA, Leverage",5,0.0,2017-01-03,115.8427,2018-01-02,179.8407,0.5525
2017,2,GOOGL,60.5,26.3,94.8,1.0,,9,0.875,2017-01-03,40.0454,2018-01-02,53.1889,0.3282
2017,3,ADBE,76.8,61.5,92.0,0.8889,ROIC,7,0.5,2017-01-03,103.48,2018-01-02,177.7,0.7172
2017,4,CRM,92.9,97.0,88.8,0.7778,"ROIC, EPS CAGR",1,0.0,2017-01-03,69.3404,2018-01-02,102.6344,0.4802
2017,5,NVDA,60.0,36.2,83.8,0.7778,"FCF Margin, FCF Conversion",6,0.8,2017-01-03,2.5091,2018-01-02,4.9225,0.9618
2017,6,INTU,47.4,12.0,82.8,1.0,,3,1.0,2017-01-03,106.3421,2018-01-02,148.7438,0.3987
2017,7,MA,54.4,27.3,81.5,1.0,,7,1.0,2017-01-03,99.5555,2018-01-02,144.567,0.4521
2017,8,AMZN,65.0,50.0,80.0,0.8889,EPS CAGR,7,0.6667,2017-01-03,37.6835,2018-01-02,59.4505,0.5776
2017,9,TXN,53.6,27.8,79.4,0.7778,"FCF Margin, FCF Conversion",6,1.0,2017-01-03,56.3946,2018-01-02,82.9587,0.471
2017,10,SBUX,77.1,76.7,77.5,1.0,,6,0.0,2017-01-03,44.8242,2018-01-02,47.537,0.0605
2018,1,LRCX,87.8,80.4,95.3,0.7778,"FCF Margin, FCF Conversion",7,0.0,2018-01-02,16.8594,2019-01-02,12.5886,-0.2533
2018,2,NVDA,86.5,77.8,95.3,0.7778,"FCF Margin, FCF Conversion",7,0.1667,2018-01-02,4.9225,2019-01-02,3.3731,-0.3148
2018,3,META,87.5,79.9,95.0,0.8889,ROIC,6,0.0,2018-01-02,179.8407,2019-01-02,134.4989,-0.2521
2018,4,ADBE,83.0,72.0,94.0,0.8889,ROIC,8,0.2857,2018-01-02,177.7,2019-01-02,224.57,0.2638
2018,5,INTU,67.5,41.7,93.3,1.0,,4,0.6667,2018-01-02,148.7438,2019-01-02,183.8478,0.236
2018,6,ASML,82.9,76.1,89.7,0.7778,"FCF Margin, FCF Conversion",7,0.3333,2018-01-02,163.4745,2019-01-02,145.0367,-0.1128
2018,7,TXN,88.7,93.0,84.4,0.7778,"FCF Margin, FCF Conversion",7,0.0,2018-01-02,82.9587,2019-01-02,76.1463,-0.0821
2018,8,KLAC,76.2,71.2,81.3,0.8889,ROIC,8,0.2857,2018-01-02,9.3591,2019-01-02,8.237,-0.1199
2018,9,SBUX,60.5,40.1,81.0,1.0,,7,0.6667,2018-01-02,47.537,2019-01-02,54.2853,0.142
2018,10,V,69.7,61.6,77.8,1.0,,8,0.5714,2018-01-02,107.6882,2019-01-02,125.8343,0.1685
2019,1,NVDA,55.3,14.3,96.3,0.7778,"FCF Margin, FCF Conversion",8,1.0,2019-01-02,3.3731,2020-01-02,5.9638,0.7681
2019,2,LRCX,74.2,53.1,95.3,0.7778,"FCF Margin, FCF Conversion",8,0.7143,2019-01-02,12.5886,2020-01-02,27.6962,1.2001
