experiment,scoring_mode,selection_policy,formation_month,formation_day,top_n,years,cagr,sharpe,max_drawdown,turnover,win_rate_vs_spy,spy_cagr,excess_cagr
Action Simplified: Overall>=75 + Not Very Expensive,quality,action_simplified_relaxed_score_band,4,1,10,11,0.1106,0.5834,-0.1525,0.57,0.5455,0.1298,-0.0192
