year,revenue,eps,net_income,operating_margin,cash,total_debt,total_assets,net_assets,pe_ratio,total_liabilities,shares_outstanding,dividend_yield,price_to_sales,price_to_book
2026,9500000000.0,6.04,3300000000.0,,,,,,,,420000000.0,2.72,5.25,
2025,9440000000.0,6.03,3320000000.0,37.84,2310000000.0,9230000000.0,15460000000.0,3330000000.0,20.9,12130000000.0,430000000.0,1.59,5.91,16.8
2024,9250000000.0,5.48,3130000000.0,36.28,1980000000.0,6740000000.0,14230000000.0,4770000000.0,29.4,9460000000.0,450000000.0,1.07,8.02,15.6
2023,8539999999.999999,5.07,2930000000.0,37.16,2029999999.9999998,6750000000.0,14280000000.0,4990000000.0,38.2,9290000000.0,450000000.0,0.78,10.6,18.2
2022,8080000000.0,4.51,2650000000.0,35.61,3570000000.0,8090000000.0,14920000000.0,4400000000.0,31.6,10520000000.0,460000000.0,0.91,8.45,15.5
2021,7770000000.0,4.3,2480000000.0,34.88,3480000000.0,6740000000.0,13900000000.0,4540000000.0,54.7,9350000000.0,470000000.0,0.42,14.8,25.4
2020,6670000000.0,,1990000000.0,33.36,3600000000.0,7360000000.0,13600000000.0,3770000000.0,,9830000000.0,470000000.0,0.5,11.8,20.8
2019,6260000000.0,3.14,1800000000.0,32.33,1930000000.0,6610000000.0,11540000000.0,2700000000.0,40.2,8830000000.0,470000000.0,0.52,10.1,23.2
2018,5820000000.0,2.95,1690000000.0,32.55,1690000000.0,6450000000.0,10770000000.0,2180000000.0,27.5,8590000000.0,480000000.0,0.62,7.04,18.8
2017,5300000000.0,1.76,1520000000.0,32.03,1560000000.0,4950000000.0,8580000000.0,1780000000.0,38.6,6800000000.0,480000000.0,0.62,6.61,19.7
2016,4880000000.0,1.65,1220000000.0,28.52,720000000.0,4460000000.0,7640000000.0,1490000000.0,30.4,6150000000.0,490000000.0,0.76,5.41,17.6
2015,4760000000.0,0.68,540000000.0,14.04,1150000000.0,4860000000.0,7910000000.0,1090000000.0,65.4,6820000000.0,490000000.0,0.75,5.0,21.8
2014,4780000000.0,1.16,820000000.0,19.58,880000000.0,3630000000.0,6580000000.0,1330000000.0,34.2,5250000000.0,500000000.0,0.73,4.51,16.1
2013,4560000000.0,1.01,690000000.0,17.61,610000000.0,3650000000.0,6550000000.0,960000000.0,29.5,5590000000.0,500000000.0,0.65,3.58,17.0
2012,4330000000.0,,710000000.0,17.09,310000000.0,580000000.0,6260000000.0,4040000000.0,,2220000000.0,470000000.0,,,
2011,4230000000.0000005,,390000000.0,10.16,79000000.0,570000000.0,5710000000.0,3730000000.0,,1970000000.0,470000000.0,,,
2010,,,,6.0,63000000.0,710000000.0,5280000000.0,3340000000.0,,1940000000.0,,,,
2009,,,,-4.42,,,,,,,,,,
