Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,45190000000.0,7420000000.0,,,,
2025,44550000000.0,7300000000.0,32.6,10100000000.0,110340000000.0,
2024,42870000000.0,7030000000.0,31.3,5570000000.0,97320000000.0,
2023,42850000000.0,6290000000.0,34.0,8080000000.0,98720000000.0,
2022,44910000000.0,7830000000.0,30.8,8520000000.0,97150000000.0,
2021,39210000000.0,8840000000.0,33.7,4470000000.0,95120000000.0,
2020,32210000000.0,7220000000.0,28.6,10320000000.0,69050000000.0,
2019,25540000000.0,4070000000.0000005,34.7,2390000000.0,58380000000.0,
2018,24350000000.0,3260000000.0,30.2,2100000000.0,56230000000.0,
2017,20910000000.0,2420000000.0,33.0,1330000000.0,56660000000.0,
2016,18270000000.0,2020000000.0,26.9,780000000.0,45900000000.0,
2015,16960000000.0,1930000000.0,27.9,450000000.0,40830000000.0,
2014,16879999999.999998,2080000000.0,,1340000000.0,42850000000.0,
2013,13090000000.0,1310000000.0,30.3,5830000000.0,31860000000.0,
2012,12500000000.0,1260000000.0,,800000000.0,27440000000.0,
2011,11640000000.0,1120000000.0,12.2,1020000000.0,26830000000.0,
2010,10630000000.0,1120000000.0,,920000000.0,21340000000.0,
2009,10100000000.0,920000000.0,,1570000000.0,21620000000.0,
2008,10490000000.0,1140000000.0,,1280000000.0,21090000000.0,
2007,9740000000.0,880000000.0,,630000000.0,21200000000.0,
2006,3790000000.0,200000000.0,,690000000.0,21260000000.0,
2005,2630000000.0,280000000.0,,290000000.0,4250000000.0,
2004,2200000000.0,250000000.0,,510000000.0,3570000000.0,
2003,1990000000.0,220000000.0,,410000000.0,3380000000.0,
2002,2080000000.0,280000000.0,,870000000.0,3650000000.0,
2001,2180000000.0,75190000.0,,1040000000.0,3820000000.0,
2000,2190000000.0,160000000.0,,1020000000.0,,
1999,1100000000.0,180000000.0,,830000000.0,,
1998,3860000000.0,340000000.0,,1320000000.0,,
1997,3550000000.0,410000000.0,,590000000.0,,
1996,2930000000.0,300000000.0,,410000000.0,,
