Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,15730000000.0,6940000000.0,,,,
2025,15330000000.0,6510000000.0,35.6,1800000000.0,61200000000.0,
2024,14200000000.0,5600000000.0,40.1,1680000000.0,60220000000.0,
2023,12490000000.0,4000000000.0,52.7,1310000000.0,60580000000.0,
2022,11180000000.0,5000000000.0,31.1,1300000000.0,61780000000.0,
2021,8289999999.999999,4280000000.0000005,36.4,6500000000.0,15020000000.0,
2020,7440000000.0,3360000000.0,32.5,4110000000.0000005,12530000000.0,
2019,6690000000.0,3120000000.0,30.1,2890000000.0,11340000000.0,
2018,6250000000.0,2810000000.0,20.6,1930000000.0,9440000000.0,
2017,6060000000.0,2610000000.0,27.2,2780000000.0,9420000000.0,
2016,5660000000.0,3360000000.0,12.4,2400000000.0,8660000000.0,
2015,5310000000.0,1910000000.0,21.1,1480000000.0,8180000000.0,
2014,5050000000.0,110000000.0,-191.0,2500000000.0,6770000000.0,
2013,4830000000.0,1390000000.0,13.9,1560000000.0,6060000000.0,
2012,2840000000.0,960000000.0,30.5,760000000.0,7050000000.0,
2011,6240000000.0,1410000000.0,,860000000.0,6620000000.0,
2010,6140000000.0,1400000000.0,,1540000000.0,7040000000.0,
2009,5950000000.0,1250000000.0,,1230000000.0,6470000000.0,
2008,6350000000.0,1350000000.0,,470000000.0,6080000000.0,
2007,6770000000.0,1660000000.0,,390000000.0,6350000000.0,
2006,6250000000.0,1410000000.0,,350000000.0,6040000000.0,
2005,6000000000.0,1360000000.0,,740000000.0,6390000000.0,
2004,5300000000.0,1170000000.0,,680000000.0,5840000000.0,
2003,4770000000.0,1130000000.0,,690000000.0,5360000000.0,
2002,4750000000.0,920000000.0,,58180000.0,5030000000.0,
2001,4640000000.0,650000000.0,,53530000.0,5160000000.0,
2000,4260000000.0,750000000.0,,3170000.0,,
1999,3990000000.0,670000000.0,,6500000.0,,
1998,3720000000.0,550000000.0,,10500000.0,,
1997,3530000000.0,480000000.0,,4800000.0,,
1996,3070000000.0,420000000.0,,3400000.0,,
