Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,11860000000.0,3100000000.0,,,,
2025,11680000000.0,3170000000.0,29.6,1160000000.0,19380000000.0,
2024,10810000000.0,2260000000.0,48.7,2089999999.9999998,14590000000.0,
2023,9970000000.0,2410000000.0,30.1,1700000000.0,13330000000.0,
2022,9110000000.0,1750000000.0,30.8,1320000000.0,12810000000.0,
2021,8170000000.0,1760000000.0,35.4,1870000000.0,12180000000.0,
2020,7410000000.0,1400000000.0,28.8,1250000000.0,10870000000.0,
2019,7880000000.0,1230000000.0,,1000000000.0,10640000000.0,
2018,7340000000.0,1340000000.0,17.7,1250000000.0,9400000000.0,
2017,6380000000.0,1290000000.0,-82.1,1200000000.0,8199999999.999999,
2016,6030000000.0,1070000000.0000001,21.8,1010000000.0,8460000000.000001,
2015,5690000000.0,1100000000.0,18.4,2410000000.0,8340000000.0,
2014,5880000000.0,,10.8,3950000000.0,10420000000.0,
2013,7490000000.0,1140000000.0,13.4,3220000000.0,11850000000.0,
2012,8690000000.0,1320000000.0,14.7,3600000000.0,12670000000.0,
2011,8130000000.000001,870000000.0,,5090000000.0,13920000000.0,
2010,11240000000.0,990000000.0,,8860000000.0,25570000000.0,
2009,20920000000.0,,,7960000000.0,25600000000.0,
2008,30140000000.0,,,6970000000.0,27860000000.0,
2007,36620000000.0,,,3360000000.0,34810000000.0,
2006,42820000000.0,4130000000.0,,15640000000.0,38590000000.0,
2005,36050000000.0,4720000000.0,,14780000000.0,35800000000.0,
2004,27910000000.0,2840000000.0,,10700000000.0,30920000000.0,
2003,27050000000.0,1170000000.0,,8010000000.0,32090000000.000004,
2002,26670000000.0,,,6560000000.0,31150000000.0,
2001,29920000000.0,,,6160000000.0,33390000000.0,
2000,37580000000.0,2020000000.0,,3650000000.0,,
1999,32479999999.999996,1240000000.0,,4230000000.0000005,,
1998,29390000000.0,820000000.0,,1450000000.0,,
1997,29790000000.0,1940000000.0,,1440000000.0,,
1996,27970000000.0,1960000000.0,,1510000000.0,,
