Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,3100000000.0,1180000000.0,,,,
2025,3070000000.0,1170000000.0,34.4,2170000000.0,6190000000.0,
2024,2880000000.0,1220000000.0,40.7,290000000.0,4260000000.0,
2023,2680000000.0,1020000000.0,,300000000.0,4360000000.0,
2022,2089999999.9999998,1180000000.0,29.0,110000000.0,6960000000.0,
2021,2990000000.0,870000000.0,54.3,110000000.0,7800000000.0,
2020,2780000000.0,890000000.0,,210000000.0,7560000000.0,
2019,2600000000.0,560000000.0,52.5,180000000.0,7050000000.0,
2018,2390000000.0,710000000.0,28.7,130000000.0,5900000000.0,
2017,2140000000.0000002,690000000.0,27.5,140000000.0,6020000000.0,
2016,1990000000.0,650000000.0,22.1,130000000.0,4630000000.0,
2015,1840000000.0,690000000.0,24.1,140000000.0,5590000000.0,
2014,1740000000.0,590000000.0,,43160000.0,2340000000.0,
2013,1510000000.0,520000000.0,,160000000.0,2500000000.0,
2012,1530000000.0,510000000.0,,94700000.0,2360000000.0,
2011,1330000000.0,460000000.0,,190000000.0,1540000000.0,
2010,1130000000.0,400000000.0,,60620000.0,1210000000.0,
2009,1020000000.0,260000000.0,,76970000.0,990000000.0,
2008,890000000.0,270000000.0,,38290000.0,920000000.0,
2007,,,,52390000.0,830000000.0,
