year,revenue,revenue_tag,revenue_accn,revenue_unit,revenue_linked_accn,net_income,net_income_tag,net_income_accn,net_income_unit,net_income_linked_accn,operating_cash_flow,operating_cash_flow_tag,operating_cash_flow_accn,operating_cash_flow_unit,operating_cash_flow_linked_accn,capex,capex_tag,capex_accn,capex_unit,capex_linked_accn,ebit,ebit_tag,ebit_accn,ebit_unit,ebit_linked_accn,tax_provision,tax_provision_tag,tax_provision_accn,tax_provision_unit,tax_provision_linked_accn,effective_tax_rate,effective_tax_rate_tag,effective_tax_rate_accn,effective_tax_rate_unit,effective_tax_rate_linked_accn,pretax_income,pretax_income_tag,pretax_income_accn,pretax_income_unit,pretax_income_linked_accn,cash,cash_tag,cash_accn,cash_unit,cash_linked_accn,short_term_investments,short_term_investments_tag,short_term_investments_accn,short_term_investments_unit,short_term_investments_linked_accn,debt_total,debt_total_tag,debt_total_accn,debt_total_unit,debt_total_linked_accn,debt_current,debt_current_tag,debt_current_accn,debt_current_unit,debt_current_linked_accn,debt_noncurrent,debt_noncurrent_tag,debt_noncurrent_accn,debt_noncurrent_unit,debt_noncurrent_linked_accn,equity,equity_tag,equity_accn,equity_unit,equity_linked_accn,cash_total,debt_computed,fcf_computed,tax_rate_computed,invested_capital_computed,nopat_computed,roic_computed,fcf_margin_computed,fcf_conversion_computed,has_roic_inputs,has_fcf_inputs,ticker,cik,accession_count_from_links
2025,32667300000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-26-011378,EUR,False,9609400000.0,NetIncomeLoss,0001628280-26-011378,EUR,False,12658500000.0,NetCashProvidedByUsedInOperatingActivities,0001628280-26-011378,EUR,False,1573600000.0,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-011378,EUR,False,11301400000.0,OperatingIncomeLoss,0001628280-26-011378,EUR,False,2013400000.0,IncomeTaxExpenseBenefit,0001628280-26-011378,EUR,False,0.177,EffectiveIncomeTaxRateContinuingOperations,0001628280-26-011378,pure,False,11406100000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0001628280-26-011378,EUR,False,12916000000.0,CashAndCashEquivalentsAtCarryingValue,0001628280-26-011378,EUR,False,,,,,False,,,,,False,1681900000.0,LongTermDebtCurrent,0001628280-26-011378,EUR,False,2709000000.0,LongTermDebtNoncurrent,0001628280-26-011378,EUR,False,19612200000.0,StockholdersEquity,0001628280-26-011378,EUR,False,12916000000.0,4390900000.0,11084900000.0,0.17651958162737483,11087100000.0,9306481600.196386,0.8393972815430893,0.33932709467877664,1.1535475680063272,True,True,ASML,0000937966,0
2024,28262900000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-25-000009,EUR,False,7571600000.0,NetIncomeLoss,0000937966-25-000009,EUR,False,11166200000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-25-000009,EUR,False,2067200000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-25-000009,EUR,False,9022600000.0,OperatingIncomeLoss,0000937966-25-000009,EUR,False,1680600000.0,IncomeTaxExpenseBenefit,0000937966-25-000009,EUR,False,0.186,EffectiveIncomeTaxRateContinuingOperations,0000937966-25-000009,pure,False,9042400000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-25-000009,EUR,False,12735900000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-25-000009,EUR,False,,,,,False,,,,,False,1010300000.0,LongTermDebtCurrent,0000937966-25-000009,EUR,False,3677300000.0,LongTermDebtNoncurrent,0000937966-25-000009,EUR,False,18476800000.0,StockholdersEquity,0000937966-25-000009,EUR,False,12735900000.0,4687600000.0,9099000000.0,0.18585773688401308,10428500000.0,7345679983.190304,0.7043850969161723,0.3219414851271455,1.2017275080564214,True,True,ASML,0000937966,0
2023,27558500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-24-000008,EUR,False,7839000000.0,NetIncomeLoss,0000937966-24-000008,EUR,False,5443400000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-24-000008,EUR,False,2155600000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-24-000008,EUR,False,9042300000.0,OperatingIncomeLoss,0000937966-24-000008,EUR,False,1435800000.0,IncomeTaxExpenseBenefit,0000937966-24-000008,EUR,False,0.158,EffectiveIncomeTaxRateContinuingOperations,0000937966-24-000008,pure,False,9083500000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-24-000008,EUR,False,7004700000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-24-000008,EUR,False,,,,,False,,,,,False,100000.0,LongTermDebtCurrent,0000937966-24-000008,EUR,False,4631500000.0,LongTermDebtNoncurrent,0000937966-24-000008,EUR,False,13452400000.0,StockholdersEquity,0000937966-24-000008,EUR,False,7004700000.0,4631600000.0,3287800000.0,0.15806682446193648,11079300000.0,7613012353.167831,0.6871383889927912,0.11930257452328683,0.4194157418038015,True,True,ASML,0000937966,0
2022,21173400000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-23-000014,EUR,False,5624200000.0,NetIncomeLoss,0000937966-23-000014,EUR,False,8486800000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-23-000014,EUR,False,1281800000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-23-000014,EUR,False,6500700000.0,OperatingIncomeLoss,0000937966-23-000014,EUR,False,969900000.0,IncomeTaxExpenseBenefit,0000937966-23-000014,EUR,False,0.15,EffectiveIncomeTaxRateContinuingOperations,0000937966-23-000014,pure,False,6456100000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-23-000014,EUR,False,7268300000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-23-000014,EUR,False,,,,,False,,,,,False,746200000.0,LongTermDebtCurrent,0000937966-23-000014,EUR,False,3514200000.0,LongTermDebtNoncurrent,0000937966-23-000014,EUR,False,8810800000.0,StockholdersEquity,0000937966-23-000014,EUR,False,7268300000.0,4260400000.0,7205000000.0,0.1502300150245504,5802900000.0,5524099741.3299055,0.9519550123782773,0.3402854525017239,1.281071085665517,True,True,ASML,0000937966,0
2021,18611000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-22-000013,EUR,False,5883200000.0,NetIncomeLoss,0000937966-22-000013,EUR,False,10845800000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-22-000013,EUR,False,900700000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-22-000013,EUR,False,6750100000.0,OperatingIncomeLoss,0000937966-22-000013,EUR,False,1021400000.0,IncomeTaxExpenseBenefit,0000937966-22-000013,EUR,False,0.152,EffectiveIncomeTaxRateContinuingOperations,0000937966-22-000013,pure,False,6705500000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-22-000013,EUR,False,6951800000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-22-000013,EUR,False,,,,,False,,,,,False,509100000.0,LongTermDebtCurrent,0000937966-22-000013,EUR,False,4075000000.0,LongTermDebtNoncurrent,0000937966-22-000013,EUR,False,10140600000.0,StockholdersEquity,0000937966-22-000013,EUR,False,6951800000.0,4584100000.0,9945100000.0,0.15232272015509657,7772900000.0,5721906406.681083,0.7361353428811747,0.5343667723389394,1.6904235790046234,True,True,ASML,0000937966,0
2020,13978500000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-21-000007,EUR,False,3553700000.0,NetIncomeLoss,0000937966-21-000007,EUR,False,4627600000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-21-000007,EUR,False,962000000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-21-000007,EUR,False,4051500000.0,OperatingIncomeLoss,0000937966-21-000007,EUR,False,551500000.0,IncomeTaxExpenseBenefit,0000937966-21-000007,EUR,False,0.137,EffectiveIncomeTaxRateContinuingOperations,0000937966-21-000007,pure,False,4016600000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-21-000007,EUR,False,3532300000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-21-000007,EUR,False,1302200000.0,AvailableForSaleSecuritiesCurrent,0000937966-21-000007,EUR,False,,,,,False,15400000.0,LongTermDebtCurrent,0000937966-21-000007,EUR,False,4662800000.0,LongTermDebtNoncurrent,0000937966-21-000007,EUR,False,13865400000.0,StockholdersEquity,0000937966-21-000007,EUR,False,4834500000.0,4678200000.0,3665600000.0,0.13730518348852264,13709100000.0,3495208049.0962505,0.2549553252289538,0.26223128375719856,1.031488307960717,True,True,ASML,0000937966,0
2019,11820000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-20-000011,EUR,False,2592300000.0,NetIncomeLoss,0000937966-20-000011,EUR,False,3276400000.0,NetCashProvidedByUsedInOperatingActivities,0000937966-20-000011,EUR,False,766600000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-20-000011,EUR,False,2790800000.0,OperatingIncomeLoss,0000937966-20-000011,EUR,False,191700000.0,IncomeTaxExpenseBenefit,0000937966-20-000011,EUR,False,-0.069,EffectiveIncomeTaxRateContinuingOperations,0000937966-20-000011,pure,False,2765800000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-20-000011,EUR,False,3121100000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-20-000011,EUR,False,1185800000.0,AvailableForSaleSecuritiesCurrent,0000937966-20-000011,EUR,False,,,,,False,0.0,LongTermDebtCurrent,0000937966-20-000011,EUR,False,3108300000.0,LongTermDebtNoncurrent,0000937966-20-000011,EUR,False,12592200000.0,StockholdersEquity,0000937966-20-000011,EUR,False,4306900000.0,3108300000.0,2509800000.0,0.0693108684648203,11393600000.0,2597367228.2883797,0.22796721214439508,0.21233502538071067,0.9681749797477144,True,True,ASML,0000937966,0
2018,10944000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-19-000007,EUR,False,2591600000.0,NetIncomeLoss,0000937966-19-000007,EUR,False,,,,,False,574000000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-19-000007,EUR,False,2965300000.0,OperatingIncomeLoss,0000937966-19-000007,EUR,False,351600000.0,IncomeTaxExpenseBenefit,0000937966-19-000007,EUR,False,-0.12,EffectiveIncomeTaxRateContinuingOperations,0000937966-19-000007,pure,False,2937000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-19-000007,EUR,False,3121100000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-19-000007,EUR,False,913300000.0,AvailableForSaleSecuritiesCurrent,0000937966-19-000007,EUR,False,3007500000.0,LongTermDebt,0000937966-19-000007,EUR,False,1800000.0,LongTermDebtCurrent,0000937966-19-000007,EUR,False,3005700000.0,LongTermDebtNoncurrent,0000937966-19-000007,EUR,False,11641000000.0,StockholdersEquity,0000937966-19-000007,EUR,False,4034400000.0,3007500000.0,,0.11971399387129725,10614100000.0,2610312093.9734426,0.2459287263143783,,,True,False,ASML,0000937966,0
2017,9052800000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-18-000007,EUR,False,2118500000.0,NetIncomeLoss,0000937966-18-000007,EUR,False,,,,,False,338900000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-18-000007,EUR,False,2496200000.0,OperatingIncomeLoss,0000937966-18-000007,EUR,False,310700000.0,IncomeTaxExpenseBenefit,0000937966-18-000007,EUR,False,-0.127,EffectiveIncomeTaxRateContinuingOperations,0000937966-18-000007,pure,False,2445900000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-18-000007,EUR,False,2259000000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-18-000007,EUR,False,1029300000.0,AvailableForSaleSecuritiesCurrent,0000937966-18-000007,EUR,False,3035600000.0,LongTermDebt,0000937966-18-000007,EUR,False,,,,,False,3007600000.0,LongTermDebtNoncurrent,0000937966-18-000007,EUR,False,10676200000.0,StockholdersEquity,0000937966-18-000007,EUR,False,3288300000.0,3035600000.0,,0.12702890551535223,10423500000.0,2179110446.052578,0.20905746112654847,,,True,False,ASML,0000937966,0
2016,6794752000.0,RevenueFromContractWithCustomerExcludingAssessedTax,0000937966-17-000007,EUR,False,1471894000.0,NetIncomeLoss,0000937966-17-000007,EUR,False,,,,,False,316338000.0,PaymentsToAcquirePropertyPlantAndEquipment,0000937966-17-000007,EUR,False,1657734000.0,OperatingIncomeLoss,0000937966-17-000007,EUR,False,219484000.0,IncomeTaxExpenseBenefit,0000937966-17-000007,EUR,False,-0.13,EffectiveIncomeTaxRateContinuingOperations,0000937966-17-000007,pure,False,1691378000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,0000937966-17-000007,EUR,False,2906868000.0,CashAndCashEquivalentsAtCarryingValue,0000937966-17-000007,EUR,False,1150000000.0,AvailableForSaleSecuritiesCurrent,0000937966-17-000007,EUR,False,3277823000.0,LongTermDebt,0000937966-17-000007,EUR,False,,,,,False,3035463000.0,LongTermDebtNoncurrent,0000937966-17-000007,EUR,False,9820481000.0,StockholdersEquity,0000937966-17-000007,EUR,False,4056868000.0,3277823000.0,,0.12976637983939723,9041436000.0,1442615860.0833168,0.15955605504295078,,,True,False,ASML,0000937966,0
