Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,2950000000.0,830000000.0,,,,
2025,2790000000.0,760000000.0,70.7,1250000000.0,4190000000.0000005,
2024,2200000000.0,570000000.0,15.9,860000000.0,3510000000.0,
2023,1820000000.0,500000000.0,69.4,1100000000.0,2430000000.0,
2022,1790000000.0,520000000.0,37.1,730000000.0,2049999999.9999998,
2021,1200000000.0,270000000.0,90.9,720000000.0,1580000000.0,
2020,840000000.0,160000000.0,96.8,590000000.0,1200000000.0,
2019,620000000.0,110000000.0,67.8,450000000.0,950000000.0,
2018,580000000.0,110000000.0,44.3,370000000.0,790000000.0,
2017,470000000.0,82940000.0,67.3,290000000.0,650000000.0,
2016,380000000.0,57260000.0,58.8,260000000.0,510000000.0,
2015,330000000.0,42490000.0,66.0,230000000.0,430000000.0,
2014,280000000.0,36390000.0,49.1,230000000.0,390000000.0,
2013,230000000.0,24000000.0,50.3,220000000.0,360000000.0,
2012,210000000.0,17890000.0,43.6,160000000.0,280000000.0,
2011,190000000.0,13720000.0,,170000000.0,270000000.0,
2010,210000000.0,31420000.0,,170000000.0,280000000.0,
2009,160000000.0,20140000.0,,160000000.0,240000000.0,
2008,160000000.0,25440000.0,,100000000.0,190000000.0,
2007,130000000.0,14270000.0,,110000000.0,170000000.0,
2006,100000000.0,3590000.0,,78490000.0,110000000.0,
2005,99130000.0,16600000.000000002,,63900000.0,100000000.0,
2004,47590000.0,4880000.0,,49010000.0,72380000.0,
2003,24200000.0,,,13140000.0,22600000.0,
2002,12200000.0,,,17220000.0,21610000.0,
2000,,,,900000.0,,
