Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,3840000000.0,700000000.0,,,,
2025,3760000000.0,700000000.0,55.1,100000000.0,3140000000.0,
2024,3380000000.0,630000000.0,47.9,89630000.0,2810000000.0,
2023,3070000000.0,580000000.0,48.5,100000000.0,2590000000.0,
2022,2690000000.0,500000000.0,47.6,95340000.0,2120000000.0,
2021,2420000000.0,470000000.0,45.9,100000000.0,2020000000.0,
2020,2160000000.0,350000000.0,69.5,98470000.0,1840000000.0,
2019,2009999999.9999998,260000000.0,49.1,94270000.0,1740000000.0,
2018,1820000000.0,310000000.0,46.6,110000000.0,1090000000.0,
2017,1670000000.0,290000000.0,51.7,100000000.0,1030000000.0,
2016,1570000000.0,260000000.0,39.4,140000000.0,910000000.0,
2015,1480000000.0,240000000.0,32.2,130000000.0,840000000.0,
2014,1410000000.0,210000000.0,30.1,100000000.0,800000000.0,
2013,1330000000.0,190000000.0,30.4,110000000.0,730000000.0,
2012,1270000000.0,170000000.0,24.0,65080000.0,690000000.0,
2011,1200000000.0,160000000.0,,46270000.0,640000000.0,
2010,1130000000.0,140000000.0,,20910000.0,610000000.0,
2009,1070000000.0000001,120000000.0,,9500000.0,560000000.0,
2008,1020000000.0,110000000.0,,13710000.0,570000000.0,
2007,890000000.0,100000000.0,,71280000.0,470000000.0,
2006,850000000.0,95150000.0,,63340000.0,450000000.0,
2005,800000000.0,87950000.0,,43060000.0,430000000.0,
2004,750000000.0,100000000.0,,56730000.0,410000000.0,
2003,670000000.0,60030000.0,,81400000.0,340000000.0,
2002,660000000.0,43720000.0,,38310000.0,310000000.0,
2001,650000000.0,27320000.0,,8650000.0,290000000.0,
2000,640000000.0,15400000.0,,390000.0,,
1999,580000000.0,11700000.0,,18650000.0,,
1998,540000000.0,5000000.0,,1200000.0,,
1997,540000000.0,,,120000000.0,,
1996,620000000.0,36800000.0,,12200000.0,,
