Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2025,7190000000.0,1930000000.0,15.8,1090000000.0,11250000000.0,
2024,6150000000.0,1430000000.0,34.5,990000000.0,9880000000.0,
2023,6170000000.0,1430000000.0,30.3,1250000000.0,10050000000.0,
2022,5840000000.0,1360000000.0,23.1,1440000000.0,10200000000.0,
2021,5400000000.0,1050000000.0,34.5,1130000000.0,10220000000.0,
2020,5660000000.0,1150000000.0,23.6,880000000.0,10270000000.0,
2019,5160000000.0,960000000.0,23.9,1000000000.0,9830000000.0,
2018,4870000000.0,1010000000.0,19.2,890000000.0,9770000000.0,
2017,5240000000.0,870000000.0,17.0,1220000000.0,10410000000.0,
2016,4500000000.0,680000000.0,17.5,980000000.0,9280000000.0,
2015,4600000000.0,590000000.0,18.1,880000000.0,8850000000.0,
2014,4450000000.0,620000000.0,12.7,640000000.0,8920000000.0,
2013,4920000000.0,670000000.0,13.9,1030000000.0,9470000000.0,
2012,4750000000.0,580000000.0,11.2,430000000.0,8670000000.0,
2011,4350000000.0,400000000.0,23.8,380000000.0,8680000000.0,
2010,4400000000.0,490000000.0,11.8,600000000.0,8720000000.0,
2009,4900000000.0,160000000.0,24.6,580000000.0,8670000000.0,
2008,4710000000.0,530000000.0,7.83,480000000.0,8930000000.0,
2007,4980000000.0,620000000.0,4.36,220000000.0,7700000000.0,
2006,4450000000.0,450000000.0,12.3,180000000.0,7450000000.0,
2005,3990000000.0,400000000.0,11.3,500000000.0,6440000000.0,
2004,4420000000.0,530000000.0,7.69,930000000.0,6810000000.0,
2003,4320000000.0,,-27.2,500000000.0,6350000000.0,
2002,4139999999.9999995,550000000.0,6.1,300000000.0,6440000000.0,
2001,3380000000.0,240000000.0,25.2,210000000.0,5750000000.0,
2000,3450000000.0,310000000.0,,74420000.0,,
1999,3100000000.0,500000000.0,,100000000.0,,
1998,3250000000.0,560000000.0,,130000000.0,,
