Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,17700000000.0,2100000000.0,,,,
2025,17180000000.0,1910000000.0,42.9,2460000000.0,35750000000.0,
2024,15820000000.0,2069999999.9999998,30.9,2450000000.0,31890000000.0,
2023,17420000000.0,4150000000.0000005,12.9,3800000000.0,30100000000.0,
2022,15730000000.0,3370000000.0,13.1,3630000000.0,26330000000.0,
2021,13450000000.0,2020000000.0,39.0,4530000000.0,27000000000.0,
2020,10780000000.0,750000000.0,89.1,3780000000.0,25790000000.0,
2019,8900000000.0,1210000000.0,20.6,4110000000.0000005,14800000000.0,
2018,9160000000.0,1840000000.0,19.6,2950000000.0,12620000000.0,
2017,8240000000.0,1210000000.0,28.0,2870000000.0,11670000000.0,
2016,7250000000.0,870000000.0,21.0,2510000000.0,10180000000.0,
2015,6840000000.0,630000000.0,15.3,2240000000.0,9760000000.0,
2014,5820000000.0,760000000.0,15.5,3050000000.0,8130000000.000001,
2013,5280000000.0,560000000.0,26.0,3090000000.0,7980000000.0,
2012,4950000000.0,500000000.0,11.0,2860000000.0,7550000000.0,
2011,5550000000.0,1030000000.0,4.7,3650000000.0,7970000000.0,
2010,3540000000.0,740000000.0,6.81,2450000000.0,6800000000.0,
2009,3820000000.0,,-4.15,2350000000.0,6330000000.0,
2008,5910000000.0,,-0.7746,1260000000.0,9770000000.0,
2007,7590000000.0,,-20.2,1820000000.0,15390000000.0,
2006,10590000000.0,420000000.0,-21.3,3350000000.0,14150000000.0,
2005,8070000000.0,,-15.5,2410000000.0,12380000000.0,
2004,9320000000.0,610000000.0,76.4,3160000000.0,13480000000.0,
2003,7360000000.0,,-15.7,3190000000.0,12550000000.0,
2002,5550000000.0,,-3.28,1890000000.0,10700000000.0,
2001,4880000000.0,,-11.5,840000000.0,9640000000.0,
2000,6880000000.0,1530000000.0,,880000000.0,,
1999,,,,29580000.0,,
1998,,,,14240000.0,,
