Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,22790000000.0,1450000000.0,,,,
2025,,,20.0,2440000000.0,23710000000.0,
2024,18320000000.0,1060000000.0,23.4,1110000000.0,18890000000.0,
2023,16660000000.0,820000000.0,20.6,2040000000.0,14720000000.0,
2022,16860000000.0,770000000.0,17.3,1670000000.0,13680000000.0,
2021,14780000000.0,550000000.0,26.5,2210000000.0,13610000000.0,
2020,11590000000.0,290000000.0,39.3,1460000000.0,12210000000.0,
2019,12870000000.0,490000000.0,17.6,1240000000.0,11740000000.0,
2018,11890000000.0,220000000.0,64.4,1180000000.0,11660000000.0,
2017,9060000000.0,350000000.0,20.1,1660000000.0,8070000000.0,
2016,8359999999.999999,400000000.0,18.1,730000000.0,6590000000.0,
2015,8090000000.0,340000000.0,17.0,690000000.0,6830000000.0,
2014,8910000000.0,220000000.0,23.0,690000000.0,6880000000.0,
2013,9510000000.0,290000000.0,21.1,830000000.0,7630000000.0,
2012,10200000000.0,310000000.0,15.1,1140000000.0,7750000000.0,
2011,10450000000.0,,-11.3,1040000000.0,7630000000.0,
2010,6050000000.0,280000000.0,11.8,1110000000.0,5000000000.0,
2009,5240000000.0,460000000.0,6.4,820000000.0,4360000000.0,
2008,,,5.89,800000000.0,4330000000.0,
2007,,,6.59,460000000.0,4350000000.0,
2006,,,,590000000.0,3910000000.0,
2005,,,,330000000.0,3200000000.0,
