Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,51370000000.0,25010000000.0,,,,
2025,47700000000.0,20960000000.0,14.3,4240000000.0,85390000000.0,
2024,41860000000.0,19720000000.0,25.9,3670000000.0,64970000000.0,
2023,33759999999.999996,15400000000.0,,4470000000.0,46570000000.0,
2022,24990000000.0,9760000000.0,,3390000000.0,34740000000.0,
2021,21970000000.0,9270000000.0,,2660000000.0,29610000000.0,
2020,19700000000.0,8250000000.0,,2100000000.0,23950000000.0,
2019,18250000000.0,7290000000.0,,2320000000.0,18830000000.0,
2018,17620000000.0,7550000000.0,,2390000000.0,16969999999.999998,
2017,17210000000.0,7410000000.0,,3030000000.0,16500000000.0,
2016,16590000000.0,7110000000.0,13.5,2930000000.0,13810000000.0,
2015,15900000000.0,6440000000.0,,2990000000.0,13450000000.0,
2014,15510000000.0,5990000000.0,,2590000000.0,12580000000.0,
2013,14900000000.0,5800000000.0,,2670000000.0,13020000000.0,
2012,13620000000.0,4870000000.0,,2850000000.0,11640000000.0,
2011,12210000000.0,4210000000.0,,3040000000.0,11270000000.0,
2010,10800000000.0,3610000000.0,,2860000000.0,10950000000.0,
2009,9640000000.0,2870000000.0,,2470000000.0,10540000000.0,
2008,9100000000.0,2600000000.0,,1910000000.0,9520000000.0,
2007,7850000000.0,1660000000.0,,1440000000.0,9350000000.0,
2006,6620000000.0,1550000000.0,,900000000.0,7920000000.0,
2005,5470000000.0,1300000000.0,,790000000.0,6630000000.0,
2004,4940000000.0,1180000000.0,,720000000.0,6860000000.0,
2003,4269999999.9999995,,,520000000.0,5830000000.0,
2002,3710000000.0,790000000.0,,260000000.0,4780000000.0,
2001,3680000000.0,930000000.0,,460000000.0,4380000000.0,
2000,4490000000.0,1970000000.0,,190000000.0,,
1999,3200000000.0,560000000.0,,190000000.0,,
1998,2840000000.0,430000000.0,,120000000.0,,
1997,2540000000.0,320000000.0,,170000000.0,,
1996,2250000000.0,280000000.0,,130000000.0,,
