Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,14830000000.0,510000000.0,,,,
2025,14670000000.0,570000000.0,-214.0,2920000000.0,19890000000.0,
2024,15170000000.0,,-38.1,3390000000.0,21670000000.0,
2023,15150000000.0,1140000000.0,108.0,4019999999.9999995,23410000000.0,
2022,16350000000.000002,2089999999.9999998,56.5,3950000000.0,20910000000.0,
2021,17730000000.0,4080000000.0,38.7,4950000000.0,21970000000.0,
2020,14190000000.0,1350000000.0,97.9,5020000000.0,17780000000.0,
2019,15850000000.0,2630000000.0,37.1,2980000000.0,13150000000.0,
2018,14190000000.0,2250000000.0,26.8,2710000000.0,12560000000.0,
2017,12760000000.0,1970000000.0,39.6,1740000000.0,11560000000.0,
2016,11370000000.0,1580000000.0,23.3,1380000000.0,9220000000.0,
2015,11060000000.0,1720000000.0,24.5,1520000000.0,8220000000.000001,
2014,10950000000.0,1710000000.0,22.4,1620000000.0,7860000000.0,
2013,10390000000.0,1490000000.0,25.1,1490000000.0,7140000000.0,
2012,9980000000.0,1420000000.0,,1340000000.0,6590000000.0,
2011,9440000000.0,1270000000.0,,1250000000.0,6270000000.0,
2010,8279999999.999999,1030000000.0,,1120000000.0,5330000000.0,
2009,7470000000.0,760000000.0,,860000000.0,5170000000.0,
2008,7830000000.0,720000000.0,,400000000.0,5010000000.0,
2007,7470000000.0,760000000.0,,250000000.0,4120000000.0,
2006,6760000000.0,690000000.0,,360000000.0,3780000000.0,
2005,6350000000.0,690000000.0,,550000000.0,3880000000.0,
2004,6050000000.0,680000000.0,,610000000.0,3700000000.0,
2003,5420000000.0,580000000.0,,360000000.0,3340000000.0,
2002,4900000000.0,440000000.0,,540000000.0,3410000000.0,
2001,4630000000.0,470000000.0,,340000000.0,3210000000.0,
2000,4500000000.0,550000000.0,,320000000.0,,
1999,4200000000.0,490000000.0,,340000000.0,,
1998,3800000000.0,440000000.0,,270000000.0,,
1997,3460000000.0,380000000.0,,250000000.0,,
1996,3310000000.0,330000000.0,,250000000.0,,
