Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,90370000000.0,11030000000.0,,,,
2025,88600000000.0,10560000000.0,36.5,7430000000.0,171070000000.0,
2024,80730000000.0,8160000000.0,31.9,5570000000.0,162860000000.0,
2023,68920000000.0,5480000000.0,35.9,6580000000.0,161860000000.0,
2022,67069999999.99999,7360000000.0,26.9,6220000000.0,158860000000.0,
2021,64379999999.99999,6220000000.0,30.6,7830000000.0,161400000000.0,
2020,56580000000.0,,-26.8,8800000000.0,162150000000.0,
2019,60610000000.0,7710000000.0,12.7,4930000000.0,139610000000.0,
2018,66500000000.0,9500000000.0,8.61,6150000000.0,134210000000.00002,
2017,59830000000.0,8780000000.0,11.6,8980000000.0,96920000000.0,
2016,57240000000.0,8289999999.999999,9.09,7150000000.0,89700000000.0,
2015,56090000000.0,7410000000.0,5.45,7070000000.0,87480000000.0,
2014,63540000000.0,9850000000.0,8.08,5220000000.0,91200000000.0,
2013,62620000000.0,9340000000.0,8.52,4610000000.0,90590000000.0,
2012,57700000000.0,7800000000.0,6.68,4810000000.0,89400000000.0,
2011,56350000000.0,8060000000.000001,5.94,5960000000.0,61450000000.0,
2010,54280000000.0,7240000000.0,,4080000000.0,58490000000.0,
2009,52920000000.0,6460000000.0,,4440000000.0,55760000000.0,
2008,59480000000.0,7620000000.0,,4320000000.0,56830000000.0,
2007,54750000000.0,7050000000.0,,2900000000.0,54570000000.0,
2006,47820000000.0,6090000000.0,,2540000000.0,47140000000.0,
2005,42720000000.0,5180000000.0,,2240000000.0,45920000000.0,
2004,37440000000.0,4340000000.0,,2260000000.0,40440000000.0,
2003,31030000000.0,3840000000.0,,1620000000.0,35270000000.0,
2002,28210000000.0,3650000000.0,,2080000000.0,29190000000.0,
2001,27890000000.0,3230000000.0,,1550000000.0,27010000000.0,
2000,26200000000.0,2760000000.0,,740000000.0,,
1999,23840000000.0,1230000000.0,,950000000.0,,
1998,23320000000.0,2009999999.9999998,,550000000.0,,
1997,24490000000.0,1740000000.0,,650000000.0,,
1996,23270000000.0,1540000000.0,,1120000000.0,,
