Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2025,68040000000.00001,,-0.755,22650000000.0,142150000000.0,
2024,58510000000.0,1600000000.0,16.5,22980000000.0,134620000000.0,
2023,57890000000.0,3130000000.0,3.78,22420000000.0,134770000000.00002,
2022,49690000000.0,2280000000.0,-20.4,22730000000.0,126880000000.0,
2021,47170000000.0,1260000000.0,7.45,25840000000.0,128810000000.0,
2020,53470000000.0,,-0.902,26380000000.0,142350000000.0,
2019,62210000000.0,1650000000.0,-66.6,17710000000.0,136850000000.0,
2018,65680000000.00001,4770000000.0,3.23,17320000000.0,131550000000.00002,
2017,70510000000.0,7450000000.0,2.97,17670000000.0,131860000000.00002,
2016,53900000000.0,4830000000.0,5.01,15070000000.0,107760000000.0,
2015,49560000000.0,3630000000.0,6.35,15630000000.0,99060000000.0,
2014,49930000000.0,2590000000.0,5.34,15570000000.0,99180000000.0,
2013,56520000000.0,1550000000.0,14.2,16290000000.0,103560000000.0,
2012,54590000000.0,3020000000.0,3.32,15010000000.0,99750000000.0,
2011,55350000000.0,3430000000.0,1.82,11370000000.0,94710000000.0,
2010,51830000000.0,4710000000.0,1.73,14390000000.0,93250000000.0,
2009,48290000000.0,,-1.39,12620000000.0,91660000000.0,
2008,52830000000.0,1060000000.0,3.91,4320000000.0,89230000000.0,
2007,59400000000.0,4360000000.0,3.98,8700000000.0,99570000000.0,
2006,53210000000.0,4240000000.0,3.71,7930000000.0,90840000000.0,
2005,48960000000.0,4480000000.0,2.59,9500000000.0,81030000000.0,
2004,54650000000.0,4690000000.0,2.34,9380000000.0,83790000000.0,
2003,47240000000.0,3800000000.0,2.54,5380000000.0,73380000000.0,
2002,37980000000.0,2560000000.0,2.96,3500000000.0,55640000000.0,
