Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,42360000000.0,5520000000.0,,,,
2025,41950000000.0,5060000000.0,19.7,4400000000.0,51370000000.0,
2024,41030000000.0,5010000000.0,16.2,4350000000.0,49350000000.0,
2023,39290000000.0,2340000000.0,33.5,3100000000.0,46540000000.0,
2022,36600000000.0,5830000000.0,16.5,2570000000.0,43750000000.0,
2021,35660000000.0,8930000000.0,8.28,3530000000.0,42570000000.0,
2020,36790000000.0,3720000000.0,14.7,4900000000.0,44460000000.0,
2019,33840000000.000004,2540000000.0,23.9,2240000000.0,41080000000.0,
2018,30090000000.0,4120000000.0,11.9,1570000000.0,37650000000.0,
2017,26080000000.0,3060000000.0,23.4,11220000000.0,35120000000.0,
2016,24500000000.0,2920000000.0,16.4,2540000000.0,25610000000.0,
2015,23520000000.0,2790000000.0,15.5,2310000000.0,24420000000.0,
2014,23970000000.0,2930000000.0,12.8,3860000000.0,26570000000.0,
2013,24660000000.0,2860000000.0,11.0,5150000000.0,26380000000.0,
2012,25210000000.0,2960000000.0,6.84,3860000000.0,26540000000.0,
2011,26410000000.0,3080000000.0,5.9,3000000000.0,25410000000.0,
2010,29840000000.0,2470000000.0,6.29,3700000000.0,31420000000.0,
2009,32580000000.0,2150000000.0,7.03,3270000000.0,30250000000.0,
2008,33880000000.000004,,-7.44,1500000000.0,30190000000.0,
2007,31880000000.0,2690000000.0,9.22,960000000.0,33369999999.999996,
2006,30140000000.0,2270000000.0,9.15,1010000000.0,32000000000.0,
2005,30410000000.0,2049999999.9999998,9.06,1600000000.0,34210000000.0,
2004,29850000000.0,1610000000.0,10.6,1230000000.0,33299999999.999996,
2003,26250000000.0,1090000000.0,12.9,340000000.0,33020000000.000004,
2002,17200000000.0,1000000000.0,14.6,1410000000.0,42320000000.0,
2001,13360000000.0,710000000.0,11.4,460000000.0,20810000000.0,
2000,7610000000.0,970000000.0,,310000000.0,,
1999,8320000000.0,750000000.0,,140000000.0,,
1998,8900000000.0,310000000.0,,44000000.0,,
1997,8990000000.0,630000000.0,,63000000.0,,
1996,8199999999.999999,390000000.0,,120000000.0,,
