Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,8109999999.999999,2150000000.0,,,,
2025,7900000000.0,1930000000.0,31.1,290000000.0,34570000000.0,
2024,7030000000.0,1960000000.0,35.8,180000000.0,31330000000.0,
2023,6170000000.0,1740000000.0,41.6,210000000.0,28160000000.0,
2022,5370000000.0,1280000000.0,9.91,790000000.0,26980000000.0,
2021,5310000000.0,1140000000.0,44.0,350000000.0,23710000000.0,
2020,5350000000.0,1170000000.0,46.2,300000000.0,24020000000.0,
2019,5360000000.0,2220000000.0,20.2,700000000.0,18100000000.0,
2018,5190000000.0,1190000000.0,28.1,360000000.0,15240000000.0,
2017,4600000000.0,1030000000.0,26.1,670000000.0,14310000000.0,
2016,3780000000.0,940000000.0,26.8,750000000.0,14320000000.0,
2015,3580000000.0,1000000000.0,25.9,770000000.0,10160000000.0,
2014,3540000000.0,920000000.0,22.7,610000000.0,8400000000.0,
2013,3230000000.0,750000000.0,23.9,450000000.0,8180000000.0,
2012,2990000000.0,680000000.0,20.9,370000000.0,7070000000.0,
2011,2790000000.0,600000000.0,18.0,330000000.0,5310000000.0,
2010,2380000000.0,440000000.0,,270000000.0,5060000000.0,
2009,2040000000.0,330000000.0,,160000000.0,4320000000.0,
2008,2300000000.0,430000000.0,,170000000.0,3970000000.0,
2007,2100000000.0,380000000.0,,300000000.0,3450000000.0,
2006,1700000000.0,290000000.0,,69470000.0,2990000000.0,
2005,1450000000.0,220000000.0,,53110000.0,2520000000.0,
2004,960000000.0,130000000.0,,120000000.0,2360000000.0,
2003,670000000.0,73700000.0,24.8,70230000.0,1510000000.0,
2002,610000000.0,85720000.0,,12420000.0,820000000.0,
2001,590000000.0,90470000.0,,16190000.000000002,760000000.0,
2000,530000000.0,79270000.0,,11370000.0,,
1999,420000000.0,75200000.0,,13500000.0,,
1998,380000000.0,55200000.0,,9400000.0,,
1997,330000000.0,62700000.0,,600000.0,,
1996,220000000.0,39700000.0,,400000.0,,
