Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,33930000000.0,19350000000.0,,,,
2025,32790000000.0,18570000000.0,34.5,10890000000.0,54150000000.0,
2024,28160000000.0,15250000000.0,37.7,8770000000.0,48080000000.0,
2023,25090000000.0,13630000000.0,35.6,9180000000.0,42440000000.0,
2022,22230000000.0,11730000000.0,33.4,7400000000.0,38720000000.0,
2021,18880000000.0,10300000000.0,39.9,7890000000.0,37660000000.0,
2020,15300000000.0,7760000000.0,54.4,10590000000.0,33580000000.0,
2019,16879999999.999998,9730000000.0,36.2,7670000000.0,29230000000.0,
2018,14950000000.0,7200000000.0,32.3,8369999999.999999,24860000000.0,
2017,12490000000.0,6520000000.0,39.7,7780000000.0,21320000000.0,
2016,10770000000.0,5640000000.0,26.6,8330000000.0,18670000000.0,
2015,9660000000.0,4950000000.0,27.4,6730000000.0,16250000000.0,
2014,9440000000.0,5070000000.0,25.9,6370000000.0,15320000000.0,
2013,8340000000.0,4500000000.0,37.0,6290000000.0,14240000000.0,
2012,7390000000.0,3930000000.0,20.7,5000000000.0,12460000000.0,
2011,6710000000.0,2740000000.0,23.2,4940000000.0,10690000000.0,
2010,5530000000.0,2750000000.0,,4190000000.0000005,8830000000.0,
2009,5090000000.0,2210000000.0,,2870000000.0,7470000000.0,
2008,4990000000.0,,,2240000000.0,6470000000.0,
2007,4059999999.9999995,1670000000.0,,2960000000.0,6260000000.0,
2006,3320000000.0,290000000.0,,2480000000.0,5080000000.0,
2005,2930000000.0,390000000.0,,1280000000.0,3700000000.0,
2004,2590000000.0,340000000.0,,1130000000.0,3260000000.0,
2003,2230000000.0,,,910000000.0,2900000000.0,
2002,,,,870000000.0,2260000000.0,
2001,,,,170000000.0,1480000000.0,
