Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,20020000000.0,3300000000.0,,,,
2025,20490000000.0,3960000000.0,24.5,1960000000.0,84180000000.0,
2024,26720000000.0,5240000000.0,18.7,2120000000.0,85440000000.0,
2023,28250000000.0,7370000000.0,13.8,1420000000.0,74000000000.0,
2022,36630000000.0,15730000000.0,4.54,980000000.0,72600000000.0,
2021,25950000000.0,4850000000.0,17.1,2760000000.0,75030000000.0,
2020,17800000000.0,,-0.9651,2000000000.0,80060000000.0,
2019,20560000000.0,1290000000.0,-42.3,3030000000.0,107190000000.0,
2018,17820000000.0,5750000000.0,9.84,3030000000.0,43850000000.0,
2017,12500000000.0,1310000000.0,35.7,1670000000.0,42020000000.0,
2016,10090000000.0,,-74.0,2230000000.0,43100000000.0,
2015,12480000000.0,,-4.99,3200000000.0,43400000000.0,
2014,15950000000.0,160000000.0,,3780000000.0,56250000000.0,
2013,24450000000.0,9400000000.0,8.78,3390000000.0,69440000000.0,
2012,24170000000.0,7520000000.0,8.87,1590000000.0,64209999999.99999,
2011,23950000000.0,10750000000.0,,3780000000.0,60040000000.0,
2010,18710000000.0,7540000000.0,,3470000000.0,52430000000.0,
2009,15500000000.0,4800000000.0,,2290000000.0,44220000000.0,
2008,24630000000.0,11550000000.0,,2780000000.0,41530000000.0,
2007,20010000000.0,8910000000.0,,2380000000.0,36510000000.0,
2006,17740000000.0,7770000000.0,,1570000000.0,32430000000.0,
2005,15920000000.0,7020000000.0,,2440000000.0,26100000000.0,
2004,11290000000.0,4310000000.0,,1440000000.0,21390000000.0,
2003,9320000000.0,3100000000.0,,680000000.0,18160000000.0,
2002,7380000000.0,2109999999.9999998,,140000000.0,16540000000.0,
2001,12650000000.0,2580000000.0,,190000000.0,17850000000.0,
2000,14660000000.0,5200000000.0,,97000000.0,,
1999,7610000000.0,1020000000.0,,210000000.0,,
1998,6590000000.0,460000000.0,,96000000.0,,
1997,6530000000.0,750000000.0,,110000000.0,,
1996,10550000000.0,1290000000.0,,250000000.0,,
