Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,27680000000.0,7830000000.0,,,,
2025,26910000000.0,6830000000.0,,17200000000.0,29260000000.0,
2024,23730000000.0,7290000000.0,28.1,16160000000.0,27700000000.0,
2023,21360000000.0,5480000000.0,29.2,12680000000.0,24340000000.0,
2022,17090000000.0,3920000000.0,25.3,12390000000.0,25360000000.0,
2021,10950000000.0,1460000000.0,83.0,11150000000.0,23640000000.0,
2020,6790000000.0,560000000.0,,11060000000.0,21870000000.0,
2019,15060000000.0,5950000000.0,17.7,7310000000.0,21400000000.0,
2018,14520000000.0,4830000000.0,20.1,6280000000.0,22680000000.0,
2017,12680000000.0,4390000000.0,35.8,7400000000.0,25450000000.0,
2016,10740000000.0,2710000000.0,33.4,4290000000.0,19830000000.0,
2015,9220000000.0,3120000000.0,24.9,2640000000.0,17420000000.0,
2014,8439999999.999999,2980000000.0,,4290000000.0,14770000000.0,
2013,6790000000.0,2290000000.0,30.8,6750000000.0,10440000000.0,
2012,5260000000.0,1760000000.0,21.4,5180000000.0,6560000000.0,
2011,4350000000.0,1360000000.0,,2650000000.0,3970000000.0,
2010,3080000000.0,740000000.0,,1660000000.0,2900000000.0,
2009,2330000000.0,440000000.0,,800000000.0,1830000000.0,
2008,1880000000.0,270000000.0,,460000000.0,1310000000.0,
2007,1400000000.0,150000000.0,,500000000.0,1350000000.0,
2006,1120000000.0,65629999.99999999,,430000000.0,1100000000.0,
2005,960000000.0,35700000.0,,150000000.0,750000000.0,
2004,910000000.0,31000000.0,,220000000.0,540000000.0,
2003,860000000.0,7030000.0,,240000000.0,330000000.0,
2002,1000000000.0,,,130000000.0,210000000.0,
2001,1170000000.0,,,140000000.0,260000000.0,
2000,1230000000.0,,,87970000.0,,
1999,480000000.0,25210000.0,,170000000.0,,
1998,,,,53600000.0,,
