Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2025,12910000000.0,4070000000.0000005,27.1,170000000.0,19870000000.0,
2024,11830000000.0,3560000000.0,34.4,140000000.0,18990000000.0,
2023,11670000000.0,3300000000.0,32.0,190000000.0,19000000000.0,
2022,10340000000.0,2770000000.0,25.5,400000000.0,19140000000.0,
2021,9770000000.0,2590000000.0,29.2,150000000.0,18700000000.0,
2020,9690000000.0,2220000000.0,25.9,110000000.0,19280000000.0,
2019,10320000000.0,2810000000.0,21.8,180000000.0,18080000000.0,
2018,9510000000.0,2430000000.0,19.3,140000000.0,17760000000.0,
2017,9920000000.0,2570000000.0,17.9,150000000.0,17070000000.0,
2016,8500000000.0,2029999999.9999998,21.2,190000000.0,16430000000.0,
2015,8840000000.0,2160000000.0,21.0,180000000.0,16570000000.0,
2014,8980000000.0,2140000000.0000002,24.9,420000000.0,17260000000.0,
2013,9950000000.0,2260000000.0,17.5,210000000.0,17310000000.0,
2012,9880000000.0,2220000000.0,10.5,1030000000.0,17800000000.0,
2011,9320000000.0,1780000000.0,11.3,1120000000.0,17870000000.0,
2010,9340000000.0,1600000000.0,13.4,1140000000.0,17220000000.0,
2009,9820000000.0,1170000000.0,19.3,1180000000.0,18340000000.0,
2008,7810000000.0,1190000000.0,14.2,540000000.0,18850000000.0,
2007,9100000000.0,1960000000.0,8.19,4900000000.0,19420000000.0,
2006,8830000000.0,1660000000.0,13.1,1010000000.0,16710000000.0,
2005,7350000000.0,1310000000.0,16.9,510000000.0,15730000000.0,
2004,9230000000.0,1490000000.0,14.6,430000000.0,15260000000.0,
2003,8800000000.0,1260000000.0,19.2,120000000.0,14650000000.0,
2002,8039999999.999999,830000000.0,41.9,270000000.0,14000000000.0,
2001,6610000000.0,750000000.0,-53.7,130000000.0,14260000000.0,
2000,5620000000.0,470000000.0,,120000000.0,,
1999,5470000000.0,350000000.0,,120000000.0,,
1998,5300000000.0,1900000000.0,,43230000.0,,
1997,5610000000.0,300000000.0,,1380000000.0,,
1996,5780000000.0,1170000000.0,,1950000000.0,,
