Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,7320000000.0,1500000000.0,,,,
2025,7180000000.0,1480000000.0,24.5,560000000.0,8539999999.999999,
2024,6680000000.0,1090000000.0,34.7,300000000.0,8240000000.0,
2023,6320000000.0,1020000000.0,34.6,250000000.0,8230000000.0,
2022,5830000000.0,770000000.0,28.3,220000000.0,8160000000.0,
2021,5370000000.0,750000000.0,37.1,270000000.0,8109999999.999999,
2020,4680000000.0,700000000.0,31.4,470000000.0,4880000000.0,
2019,4350000000.0,580000000.0,30.7,270000000.0,3880000000.0,
2018,4310000000.0,570000000.0,22.8,260000000.0,3300000000.0,
2017,4290000000.0,610000000.0,25.0,270000000.0,3140000000.0,
2016,3450000000.0,480000000.0,22.9,720000000.0,2870000000.0,
2015,2790000000.0,470000000.0,,320000000.0,2360000000.0,
2014,2620000000.0,410000000.0,,340000000.0,2190000000.0,
2013,2500000000.0,390000000.0,15.4,260000000.0,2009999999.9999998,
2012,2330000000.0,230000000.0,,320000000.0,1980000000.0,
2011,2250000000.0,280000000.0,12.6,240000000.0,1900000000.0,
2010,2100000000.0,280000000.0,,410000000.0,1790000000.0,
2009,2160000000.0,370000000.0,,170000000.0,2770000000.0,
2008,2200000000.0,400000000.0,,230000000.0,2830000000.0,
2007,2180000000.0,370000000.0,,150000000.0,2670000000.0,
2006,2040000000.0,310000000.0,,90400000.0,2130000000.0,
