Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,12740000000.0,4260000000.0,,,,
2025,11750000000.0,3550000000.0,59.1,3650000000.0,47990000000.0,
2024,9330000000.0,2009999999.9999998,63.8,2360000000.0,48220000000.0,
2023,11560000000.0,3320000000.0,29.3,950000000.0,48790000000.0,
2022,12570000000.0,4050000000.0,29.4,1470000000.0,50300000000.0,
2021,8439999999.999999,1400000000.0,44.1,1970000000.0,52320000000.0,
2020,5850000000.0,1700000000.0,41.0,1050000000.0,21460000000.0,
2019,5750000000.0,1530000000.0,29.1,640000000.0,21390000000.0,
2018,6250000000.0,1970000000.0,,810000000.0,20430000000.0,
2017,5680000000.0,1240000000.0,,1040000000.0,21140000000.0,
2016,3630000000.0,1120000000.0,,4050000000.0,7970000000.0,
2015,3430000000.0,820000000.0,,3020000000.0,7050000000.0,
2014,3000000000.0,780000000.0,,2860000000.0,6850000000.0,
2013,2630000000.0,860000000.0,,4680000000.0,6380000000.0,
2012,2670000000.0,800000000.0,,3900000000.0,5620000000.0,
2011,2910000000.0,1000000000.0,,3590000000.0,5270000000.0,
2010,2880000000.0,1020000000.0,,2680000000.0,4320000000.0,
2009,2140000000.0000002,420000000.0,,1810000000.0,3360000000.0,
2008,2440000000.0,500000000.0,,1300000000.0,3090000000.0,
2007,2390000000.0,540000000.0,,1080000000.0,2970000000.0,
2006,2570000000.0,600000000.0,,2120000000.0,3980000000.0,
2005,2420000000.0,520000000.0,,2700000000.0,4580000000.0,
2004,2600000000.0,670000000.0,,2680000000.0,4720000000.0,
2003,2180000000.0,450000000.0,,2109999999.9999998,4090000000.0,
2002,1780000000.0,160000000.0,,2890000000.0,4980000000.0,
2001,1890000000.0,260000000.0,,2790000000.0,4880000000.0,
2000,2850000000.0,880000000.0,,2230000000.0,,
1999,1640000000.0,310000000.0,,760000000.0,,
1998,1180000000.0,150000000.0,,260000000.0,,
1997,1260000000.0,230000000.0,,340000000.0,,
1996,1200000000.0,220000000.0,,210000000.0,,
