Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,318270000000.0,154500000000.0,,,,
2025,305450000000.0,146540000000.0,30.2,94550000000.0,619000000000.0,
2024,261800000000.0,113610000000.0,33.6,75530000000.0,512159999999.99994,
2023,227580000000.0,101210000000.0,33.4,111250000000.0,411970000000.0,
2022,204090000000.0,82580000000.0,26.0,104740000000.0,364840000000.0,
2021,184900000000.0,79680000000.0,34.4,130250000000.0,333770000000.0,
2020,153280000000.0,60720000000.0,31.5,136490000000.00002,301310000000.0,
2019,134240000000.00002,49850000000.0,25.9,133830000000.00002,286550000000.0,
2018,118450000000.0,39920000000.0,21.9,133660000000.0,258839999999.99997,
2017,99980000000.0,29790000000.0,49.9,132979999999.99998,250310000000.0,
2016,88890000000.0,23230000000.0,23.1,113240000000.0,193460000000.0,
2015,88080000000.0,16120000000.000002,33.6,96520000000.0,174470000000.0,
2014,93450000000.0,27280000000.0,15.9,85700000000.0,172380000000.0,
2013,83430000000.0,28030000000.0,11.4,77020000000.0,142430000000.0,
2012,72930000000.0,20020000000.0,11.7,63040000000.0,121270000000.0,
2011,72050000000.0,27880000000.0,,52770000000.0,108700000000.0,
2010,66690000000.0,27090000000.0,,36780000000.0,86110000000.0,
2009,58680000000.0,21840000000.0,,31440000000.0,77880000000.0,
2008,61980000000.0,22400000000.0,,23660000000.0,72790000000.0,
2007,57890000000.0,24290000000.0,,23410000000.0,63170000000.0,
2006,46050000000.0,17410000000.0,,34159999999.999996,69590000000.0,
2005,41350000000.0,17370000000.0,,37750000000.0,70810000000.0,
2004,38470000000.0,14920000000.0,,60590000000.0,94360000000.0,
2003,34259999999.999996,12270000000.0,,49040000000.0,81730000000.0,
2002,30780000000.0,11910000000.0,,38650000000.0,67640000000.0,
2001,26720000000.0,9000000000.0,,31600000000.0,58830000000.0,
2000,23770000000.0,15030000000.0,,23790000000.0,,
1999,22610000000.0,13340000000.0,,17230000000.0,,
1998,17149999999.999998,9690000000.0,,3830000000.0,,
1997,13090000000.0,6200000000.0,,3700000000.0,,
1996,9430000000.0,3800000000.0,,2600000000.0,,
