Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,18370000000.0,2620000000.0,,,,
2025,17940000000.0,2510000000.0,28.5,580000000.0,8960000000.0,
2024,17160000000.0,2660000000.0,27.0,1030000000.0,8820000000.0,
2023,16469999999.999998,2590000000.0,22.5,660000000.0,8140000000.000001,
2022,15220000000.0,2230000000.0,18.0,320000000.0,7580000000.0,
2021,13020000000.0,1570000000.0,25.0,240000000.0,6590000000.0,
2020,11790000000.0,1040000000.0,30.1,580000000.0,6290000000.0,
2019,11480000000.0,1280000000.0,20.5,360000000.0,6000000000.0,
2018,11220000000.0,1160000000.0,18.7,530000000.0,5870000000.0,
2017,10420000000.0,1020000000.0,21.1,320000000.0,5800000000.0,
2016,10130000000.0,1080000000.0,20.5,270000000.0,5690000000.0,
2015,9970000000.0,1280000000.0,14.9,290000000.0,5850000000.0,
2014,9960000000.0,1340000000.0,18.4,220000000.0,5280000000.0,
2013,9430000000.0,1300000000.0,18.6,430000000.0,5260000000.0,
2012,8950000000.0,1130000000.0,16.9,450000000.0,5010000000.0,
2011,8070000000.0,1060000000.0,,330000000.0,4710000000.0,
2010,7180000000.0,860000000.0,,310000000.0,3900000000.0,
2009,6220000000.0,710000000.0,,450000000.0,3720000000.0,
2008,6850000000.0,780000000.0,,390000000.0,3510000000.0,
2007,6410000000.0,670000000.0,,130000000.0,3090000000.0,
2006,5880000000.0,570000000.0,,360000000.0,3040000000.0,
2005,5520000000.0,510000000.0,,540000000.0,3100000000.0,
2004,5040000000.0,430000000.0,,420000000.0,2800000000.0,
2003,4660000000.0,380000000.0,,400000000.0,2620000000.0,
2002,4640000000.0,390000000.0,,200000000.0,2430000000.0,
2001,4750000000.0,370000000.0,,160000000.0,2330000000.0,
2000,5030000000.0,330000000.0,,63380000.0,,
1999,4530000000.0,310000000.0,,62700000.0,,
1998,4340000000.0,400000000.0,,43100000.0,,
1997,4130000000.0,390000000.0,,46900000.0,,
1996,3530000000.0,340000000.0,,120000000.0,,
