Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,75460000000.0,33619999999.999996,,,,
2025,68280000000.0,28570000000.0,70.6,16170000000.000002,171090000000.0,
2024,54520000000.0,17960000000.0,182.0,9340000000.0,165640000000.0,
2023,38860000000.0,14740000000.0,32.3,14180000000.0,72860000000.0,
2022,34410000000.0,15320000000.0,19.6,12410000000.0,73240000000.0,
2021,28500000000.0,9790000000.0,39.4,12160000000.0,75570000000.0,
2020,24680000000.0,5460000000.0,59.8,7610000000.0,75930000000.0,
2019,22660000000.0,3750000000.0,40.3,5050000000.0,67489999999.99999,
2018,21310000000.0,4810000000.0,7.16,4290000000.0,50120000000.0,
2017,18820000000.0,2870000000.0,46.1,11200000000.0,54410000000.0,
2016,15600000000.0,,-34.4,3090000000.0,49960000000.0,
2015,6960000000.0,1730000000.0,21.5,1820000000.0,10510000000.0,
2014,5190000000.0,710000000.0,72.6,1600000000.0,10490000000.0,
2013,2650000000.0,580000000.0,17.7,980000000.0,3410000000.0,
2012,2370000000.0,580000000.0,,1080000000.0,2860000000.0,
2011,2340000000.0,570000000.0,,820000000.0,2440000000.0,
2010,2180000000.0,510000000.0,,560000000.0,2150000000.0,
2009,1570000000.0,65000000.0,,470000000.0,1970000000.0,
2008,,,,210000000.0,1870000000.0,
2007,,,,300000000.0,1950000000.0,
