Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,21600000000.0,5660000000.0,,,,
2025,21210000000.0,5500000000.0,24.6,7840000000.0,53360000000.0,
2024,19900000000.0,5130000000.0,30.1,3290000000.0,54360000000.0,
2023,18580000000.0,4600000000.0,26.1,2080000000.0,50970000000.0,
2022,17240000000.0,4059999999.9999995,29.9,1430000000.0,63060000000.0,
2021,15690000000.0,3570000000.0,35.4,2570000000.0,48770000000.0,
2020,14590000000.0,3200000000.0,27.8,1900000000.0,39160000000.0,
2019,14490000000.0,3190000000.0,26.6,1950000000.0,41880000000.0,
2018,13810000000.0,2460000000.0,27.6,2170000000.0,38840000000.0,
2017,12790000000.0,2360000000.0,25.6,2780000000.0,37180000000.0,
2016,12050000000.0,2530000000.0,22.9,3190000000.0,43670000000.0,
2015,11210000000.0,2120000000.0,21.3,1660000000.0,33110000000.0,
2014,11110000000.0,2049999999.9999998,22.1,3610000000.0,32049999999.999996,
2013,10770000000.0,1950000000.0,18.8,1720000000.0,32259999999.999996,
2012,11300000000.0,2069999999.9999998,13.1,1570000000.0,30810000000.0,
2011,10040000000.0,2040000000.0,,1420000000.0,34229999999.999996,
2010,9120000000.0,1850000000.0,,1670000000.0,26860000000.0,
2009,8640000000.0,1910000000.0,,2290000000.0,25350000000.0,
2008,9010000000.0,1900000000.0,,1580000000.0,23730000000.0,
2007,8270000000.0,1680000000.0,,1810000000.0,26640000000.0,
2006,8020000000.0,1670000000.0,,2120000000.0,27490000000.0,
2005,8460000000.000001,1660000000.0,,1540000000.0,27610000000.0,
2004,8050000000.000001,1540000000.0,,1120000000.0,21120000000.0,
2003,7360000000.0,1550000000.0,,2000000000.0,19830000000.0,
2002,7040000000.0,1800000000.0,,1470000000.0,18270000000.0,
2001,6990000000.0,1640000000.0,,1790000000.0,17880000000.0,
2000,6270000000.0,1390000000.0,,1820000000.0,,
1999,5820000000.0,1160000000.0,,1090000000.0,,
1998,5190000000.0,950000000.0,,900000000.0,,
1997,4390000000.0,770000000.0,,590000000.0,,
1996,3900000000.0,680000000.0,,310000000.0,,
