Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,8480000000.0,2160000000.0,,,,
2025,8210000000.000001,2069999999.9999998,27.1,700000000.0,8189999999.999999,
2024,7540000000.0,1900000000.0,25.0,700000000.0,6720000000.0,
2023,7070000000.0,1810000000.0,22.2,510000000.0,6230000000.0,
2022,6840000000.0,1660000000.0,26.2,360000000.0,5840000000.0,
2021,6580000000.0,1670000000.0,24.3,480000000.0,5960000000.0,
2020,5650000000.0,1020000000.0,33.1,730000000.0,5850000000.0,
2019,5590000000.0,1370000000.0,21.4,600000000.0,5230000000.0,
2018,5680000000.0,1830000000.0,17.0,290000000.0,4130000000.0,
2017,5870000000.0,2270000000.0,18.3,1520000000.0,5310000000.0,
2016,1890000000.0,740000000.0,12.9,720000000.0,5450000000.0,
2015,13100000000.0,1780000000.0,14.7,310000000.0,8060000000.000001,
2014,13270000000.0,1420000000.0,18.2,570000000.0,8330000000.0,
2013,13080000000.0,1550000000.0,,570000000.0,8690000000.0,
2012,13630000000.0,2140000000.0000002,10.8,770000000.0,9010000000.0,
2011,12620000000.0,1650000000.0,,1190000000.0,8830000000.0,
2010,11340000000.0,1590000000.0,,1420000000.0,8310000000.000001,
2009,10830000000.0,1390000000.0,,350000000.0,7140000000.0,
2008,11290000000.0,1280000000.0,,210000000.0,6520000000.0,
2007,10410000000.0,1190000000.0,,780000000.0,7240000000.0,
2006,9560000000.0,1100000000.0,,310000000.0,6360000000.0,
2005,9340000000.0,980000000.0,,200000000.0,5790000000.0,
2004,9010000000.0,1020000000.0,,110000000.0,5690000000.0,
2003,8380000000.000001,880000000.0,,200000000.0,5620000000.0,
2002,7750000000.0,850000000.0,,150000000.0,5400000000.0,
2001,6950000000.0,730000000.0,,140000000.0,4420000000.0,
2000,7090000000.0,680000000.0,,190000000.0,,
1999,7820000000.0,1030000000.0,,130000000.0,,
1998,8470000000.000001,750000000.0,,120000000.0,,
1997,,,,260000000.0,,
