Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,6330000000.0,2410000000.0,,,,
2025,6030000000.0,2310000000.0,25.3,1660000000.0,16559999999.999998,
2024,5360000000.0,2290000000.0,28.7,1500000000.0,10380000000.0,
2023,5150000000.0,2180000000.0,25.0,1590000000.0,10540000000.0,
2022,4810000000.0,1940000000.0,26.2,1220000000.0,9630000000.0,
2021,4330000000.0,1720000000.0,34.6,1030000000.0,9220000000.0,
2020,3970000000.0,1410000000.0,27.6,930000000.0,8550000000.000001,
2019,4030000000.0000005,1450000000.0,24.0,710000000.0,8670000000.0,
2018,3520000000.0,1320000000.0,19.9,420000000.0,7910000000.0,
2017,3190000000.0,1230000000.0,23.8,320000000.0,6830000000.0,
2016,3060000000.0,1190000000.0,21.8,350000000.0,6440000000.0,
2015,2840000000.0,1110000000.0,19.6,530000000.0,6460000000.0,
2014,2650000000.0,1020000000.0,18.6,550000000.0,6370000000.0,
2013,2400000000.0,940000000.0,19.6,500000000.0,6160000000.0,
2012,2300000000.0,910000000.0,13.9,310000000.0,6470000000.0,
2011,2120000000.0,790000000.0,13.1,460000000.0,5390000000.0,
2010,1980000000.0,690000000.0,,360000000.0,5220000000.0,
2009,1900000000.0,630000000.0,,490000000.0,5120000000.0,
2008,2060000000.0,790000000.0,,390000000.0,5300000000.0,
2007,1940000000.0,750000000.0,,590000000.0,6240000000.0,
2006,1780000000.0,690000000.0,,570000000.0,5540000000.0,
2005,1550000000.0,590000000.0,,300000000.0,4610000000.0,
2004,1360000000.0,450000000.0,,520000000.0,3950000000.0,
2003,1140000000.0,420000000.0,,380000000.0,3690000000.0,
2002,1000000000.0,380000000.0,,61890000.0,2950000000.0,
2001,920000000.0,350000000.0,,45780000.0,2900000000.0,
2000,800000000.0,300000000.0,,47130000.0,,
1999,800000000.0,220000000.0,,52690000.0,,
1998,820000000.0,150000000.0,,35600000.0,,
1997,850000000.0,110000000.0,,50200000.0,,
1996,500000000.0,80600000.0,,15400000.0,,
