Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,7780000000.0,910000000.0,,,,
2025,7650000000.0,930000000.0,53.9,1240000000.0,18290000000.0,
2024,7230000000.0,1130000000.0,43.5,1540000000.0,18000000000.0,
2023,6870000000.0,1030000000.0,40.2,1590000000.0,15560000000.0,
2022,5910000000.0,740000000.0,35.0,1610000000.0,14760000000.0,
2021,5150000000.0,510000000.0,45.0,2100000000.0,15150000000.0,
2020,4350000000.0,,-349.0,1750000000.0,16050000000.0,
2019,2450000000.0,190000000.0,46.8,500000000.0,4620000000.0,
2018,2680000000.0,340000000.0,14.1,220000000.0,4480000000.0,
2017,2370000000.0,,,390000000.0,4620000000.0,
2016,1930000000.0,,,250000000.0,4310000000.0,
2015,,,,220000000.0,4460000000.0,
