Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,5450000000.0,1340000000.0,,,,
2025,5490000000.0,1360000000.0,32.3,120000000.0,5470000000.0,
2024,5810000000.0,1550000000.0,31.9,100000000.0,5490000000.0,
2023,5860000000.0,1640000000.0,35.4,430000000.0,5510000000.0,
2022,6260000000.0,1840000000.0,,230000000.0,4830000000.0,
2021,5250000000.0,1390000000.0,39.3,710000000.0,4820000000.0,
2020,4010000000.0,900000000.0,33.4,730000000.0,4360000000.0,
2019,4099999999.9999995,820000000.0,24.1,400000000.0,3990000000.0,
2018,4040000000.0,810000000.0,16.2,190000000.0,3540000000.0,
2017,3350000000.0,570000000.0,22.6,120000000.0,3060000000.0,
2016,2990000000.0,480000000.0,23.2,10170000.0,2690000000.0,
2015,2970000000.0,490000000.0,15.9,11470000.0,2460000000.0,
2014,2780000000.0,430000000.0,24.1,34780000.0,2200000000.0,
2013,2330000000.0,330000000.0,21.3,30170000.0,1930000000.0,
2012,2120000000.0,280000000.0,16.8,12850000.0,1710000000.0,
2011,1880000000.0,230000000.0,,75850000.0,1510000000.0,
2010,1480000000.0,130000000.0,,5450000.0,1230000000.0,
2009,1240000000.0,70200000.0,,4170000.0,1150000000.0,
2008,1530000000.0,120000000.0,,28960000.0,1070000000.0000001,
2007,1400000000.0,450000000.0,,30700000.0,980000000.0,
2006,1270000000.0,420000000.0,,87720000.0,890000000.0,
2005,1060000000.0,330000000.0,,980000.0,640000000.0,
2004,820000000.0,6290000.0,,740000.0,500000000.0,
2003,660000000.0,,,1050000.0,430000000.0,
2002,560000000.0,,,19250000.0,380000000.0,
2001,500000000.0,91410000.0,,760000.0,310000000.0,
2000,470000000.0,,,580000.0,,
1999,420000000.0,,,780000.0,,
1998,380000000.0,,,650000.0,,
1997,320000000.0,,,670000.0,,
1996,290000000.0,,,1350000.0,,
