Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,28520000000.0,4860000000.0,,,,
2025,27440000000.0,4930000000.0,30.3,800000000.0,41250000000.0,
2024,24870000000.0,4560000000.0,34.4,2080000000.0,38380000000.0,
2023,23190000000.0,3820000000.0,29.2,2600000000.0,38430000000.0,
2022,20750000000.0,2910000000.0,24.4,550000000.0,35010000000.0,
2021,19620000000.0,2890000000.0,30.2,560000000.0,34020000000.000004,
2020,17850000000.0,1740000000.0,31.6,1100000000.0,31820000000.0,
2019,21390000000.0,2590000000.0,16.2,590000000.0,32799999999.999996,
2018,21600000000.0,2420000000.0,12.1,440000000.0,31090000000.0,
2017,20400000000.0,3370000000.0,10.0,1090000000.0,32619999999.999996,
2016,19740000000.0,2120000000.0,13.1,740000000.0,30470000000.0,
2015,20850000000.0,2140000000.0000002,9.77,440000000.0,30990000000.0,
2014,22550000000.0,1760000000.0,13.8,1020000000.0,33520000000.000004,
2013,22040000000.0,1880000000.0,14.5,1700000000.0,35490000000.0,
2012,16309999999.999998,1250000000.0,11.2,1100000000.0,35810000000.0,
2011,16040000000.0,1550000000.0,,1080000000.0,17870000000.0,
2010,13710000000.0,1030000000.0,,1170000000.0,17250000000.0,
2009,11870000000.0,300000000.0,,770000000.0,16280000000.000002,
2008,15370000000.0,1130000000.0,,530000000.0,16649999999.999998,
2007,13030000000.0,1000000000.0,,640000000.0,13430000000.0,
2006,12300000000.0,980000000.0,,780000000.0,11410000000.0,
2005,11090000000.0,990000000.0,,330000000.0,10210000000.0,
2004,9810000000.0,780000000.0,,290000000.0,9070000000.0,
2003,8060000000.000001,500000000.0,,860000000.0,8220000000.000001,
2002,7200000000.0,390000000.0,,420000000.0,7130000000.0,
2001,7290000000.0,270000000.0,,310000000.0,7640000000.0,
2000,7810000000.0,460000000.0,,120000000.0,,
1999,8400000000.0,960000000.0,,160000000.0,,
1998,6620000000.0,480000000.0,,44000000.0,,
1997,7560000000.0,660000000.0,,53000000.0,,
1996,6960000000.0,480000000.0,,22000000.0,,
