Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,26570000000.0,4310000000.0,,,,
2025,26180000000.0,4200000000.0,32.6,350000000.0,27540000000.0,
2024,25100000000.0,3840000000.0,33.2,390000000.0,26180000000.0,
2023,23710000000.0,3940000000.0,21.7,330000000.0,25670000000.0,
2022,20770000000.0,3510000000.0,19.9,500000000.0,24810000000.0,
2021,13850000000.0,1600000000.0,47.5,1390000000.0,25550000000.0,
2020,10570000000.0,,-157.0,870000000.0,24700000000.0,
2019,20970000000.0,1990000000.0,38.2,220000000.0,25050000000.0,
2018,20820000000.0,2810000000.0,20.0,310000000.0,23690000000.0,
2017,21070000000.0,3410000000.0,37.3,380000000.0,23840000000.0,
2016,17070000000.0,1410000000.0,28.2,850000000.0,24140000000.0,
2015,14480000000.0,1420000000.0,19.0,96000000.0,6080000000.0,
2014,13790000000.0,1200000000.0,27.0,100000000.0,6830000000.0,
2013,12780000000.0,1010000000.0,21.4,120000000.0,6790000000.0,
2012,10780000000.0,920000000.0,,88000000.0,6340000000.0,
2011,12310000000.0,520000000.0,,100000000.0,5910000000.0,
2010,11690000000.0,730000000.0,26.3,500000000.0,8980000000.0,
2009,10900000000.0,,,110000000.0,7930000000.0,
2008,12870000000.0,910000000.0,,130000000.0,8900000000.0,
2007,12820000000.0,1220000000.0,,330000000.0,8940000000.0,
2006,12160000000.0,,,190000000.0,8580000000.0,
2005,11550000000.0,550000000.0,,200000000.0,8529999999.999999,
2004,10090000000.0,470000000.0,,770000000.0,8660000000.0,
2003,9000000000.0,320000000.0,,220000000.0,8170000000.0,
2002,6800000000.0,440000000.0,,190000000.0,8289999999.999999,
2001,10150000000.0,500000000.0,,810000000.0,9100000000.0,
2000,10010000000.0,800000000.0,,330000000.0,,
1999,8730000000.0,660000000.0,,480000000.0,,
1998,6420000000.0,620000000.0,,390000000.0,,
1997,,,,280000000.0,,
