Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,25190000000.0,9370000000.0,,,,
2025,23760000000.0,8990000000.0,20.9,6590000000.0,29490000000.0,
2024,21500000000.0,7100000000.0,35.7,7880000000.0,30230000000.0,
2023,19400000000.0,6910000000.0,50.2,7840000000.0,29770000000.0,
2022,17600000000.0,6120000000.0,33.2,6090000000.0,27160000000.0,
2021,15780000000.0,5810000000.0,56.1,5790000000.0,27240000000.0,
2020,12860000000.0,4290000000.0,45.7,5990000000.0,24280000000.0,
2019,11170000000.0,3360000000.0,54.3,4170000000.0,20760000000.0,
2018,9030000000.0,2880000000.0,42.8,3220000000.0,18760000000.0,
2017,7300000000.0,2210000000.0,50.9,5810000000.0,14530000000.0,
2016,5850000000.0,1500000000.0,43.8,4760000000.0,12690000000.0,
2015,4790000000.0,930000000.0,74.0,3980000000.0,11720000000.0,
2014,4139999999.9999995,420000000.0,143.0,3730000000.0,10780000000.0,
2013,4050000000.0,420000000.0,105.0,3170000000.0,10380000000.0,
2012,4400000000.0,1180000000.0,22.4,3530000000.0,10040000000.0,
2011,4210000000.0,1100000000.0,16.9,2910000000.0,8990000000.0,
2010,3800000000.0,1000000000.0,,2460000000.0,8140000000.000001,
2009,2940000000.0,700000000.0,,1900000000.0,7280000000.0,
2008,3570000000.0,1060000000.0,,2009999999.9999998,5820000000.0,
2007,3150000000.0,850000000.0,,1990000000.0,5710000000.0,
2006,2570000000.0,570000000.0,,2280000000.0,5960000000.0,
2005,1960000000.0,720000000.0,,1700000000.0,2440000000.0,
2004,1660000000.0,590000000.0,,1310000000.0,1950000000.0,
2003,1290000000.0,370000000.0,,1090000000.0,1550000000.0,
2002,1160000000.0,300000000.0,,610000000.0,1050000000.0,
2001,1220000000.0,390000000.0,,580000000.0,930000000.0,
2000,1260000000.0,410000000.0,,670000000.0,,
1999,1010000000.0,280000000.0,,490000000.0,,
1998,890000000.0,150000000.0,,270000000.0,,
1997,910000000.0,230000000.0,,500000000.0,,
1996,780000000.0,170000000.0,,560000000.0,,
