Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,4970000000.0,950000000.0,,,,
2025,4930000000.0,960000000.0,23.5,120000000.0,1710000000.0,
2024,4700000000.0,910000000.0,24.7,180000000.0,1730000000.0,
2023,4099999999.9999995,800000000.0,27.8,110000000.0,1670000000.0,
2022,4210000000.0,690000000.0,,60350000.0,1600000000.0,
2021,4350000000.0,810000000.0,39.3,140000000.0,1670000000.0,
2020,3680000000.0,640000000.0,,160000000.0,1560000000.0,
2019,3280000000.0,570000000.0,,190000000.0,1380000000.0,
2018,3130000000.0,520000000.0,,25430000.0,900000000.0,
2017,2780000000.0,520000000.0,28.7,35760000.0,830000000.0,
2016,2470000000.0,450000000.0,32.9,42810000.0,710000000.0,
2015,2210000000.0,400000000.0,28.6,130000000.0,790000000.0,
2014,1990000000.0,340000000.0,28.5,30850000.0,590000000.0,
2013,1800000000.0,310000000.0,23.8,14380000.0,520000000.0,
2012,1670000000.0,280000000.0,,54810000.0,470000000.0,
2011,1650000000.0,250000000.0,,50290000.0,480000000.0,
2010,1570000000.0,230000000.0,,84070000.0,460000000.0,
2009,1400000000.0,240000000.0,,67500000.0,450000000.0,
2008,1420000000.0,190000000.0,,65739999.99999999,460000000.0,
2007,1460000000.0,190000000.0,,11340000.0,470000000.0,
2006,1430000000.0,210000000.0,,38220000.0,380000000.0,
2005,1510000000.0,190000000.0,,66910000.0,460000000.0,
2004,1440000000.0,170000000.0,,40390000.0,440000000.0,
2003,,,,46400000.0,450000000.0,
2002,,,,25500000.0,420000000.0,
2001,,,,59000000.0,400000000.0,
2000,,,,41900000.0,,
