Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,21600000000.0,3880000000.0,,,,
2025,21320000000.0,3900000000.0,29.7,1760000000.0,21420000000.0,
2024,19830000000.0,3480000000.0,32.3,1590000000.0,20140000000.0,
2023,17670000000.0,2800000000.0,27.2,1090000000.0,19390000000.0,
2022,15990000000.0,2390000000.0,21.5,1220000000.0,18080000000.0,
2021,14130000000.0,2020000000.0,32.2,2150000000.0,18050000000.0,
2020,12450000000.0,1530000000.0,38.2,3280000000.0,18150000000.0,
2019,14040000000.0,1730000000.0,16.2,1270000000.0,20490000000.0,
2018,15660000000.0,1880000000.0,11.8,900000000.0,17910000000.0,
2017,14190000000.0,1630000000.0,12.0,1540000000.0,18170000000.0,
2016,13500000000.0,1960000000.0,8.93,1710000000.0,17390000000.0,
2015,13300000000.0,1470000000.0,14.6,730000000.0,16710000000.0,
2014,12890000000.0,1430000000.0,11.9,1700000000.0,17290000000.0,
2013,10800000000.0,940000000.0,18.5,1930000000.0,17650000000.0,
2012,14030000000.0,1530000000.0,7.12,700000000.0,18480000000.0,
2011,14720000000.0,890000000.0,,1160000000.0,18840000000.0,
2010,13680000000.0,1260000000.0,,1010000000.0,19990000000.0,
2009,13140000000.0,870000000.0,,870000000.0,19990000000.0,
2008,13220000000.0,,,550000000.0,20920000000.0,
2007,8760000000.0,1050000000.0,,4730000000.0,14370000000.0,
2006,9490000000.0,1160000000.0,,350000000.0,12140000000.0,
2005,10540000000.0,1360000000.0,,1030000000.0,11750000000.0,
2004,9390000000.0,1120000000.0,,1700000000.0,11410000000.0,
2003,9280000000.0,840000000.0,,410000000.0,10660000000.0,
2002,8350000000.0,640000000.0,,340000000.0,10800000000.0,
2001,9310000000.0,610000000.0,,110000000.0,11130000000.0,
2000,9140000000.0,1190000000.0,,220000000.0,,
1999,7660000000.0,1090000000.0,,220000000.0,,
1998,8070000000.0,1030000000.0,,46000000.0,,
1997,7100000000.0,760000000.0,,100000000.0,,
1996,6700000000.0,680000000.0,,180000000.0,,
