Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,8430000000.0,2420000000.0,,,,
2025,8230000000.0,2370000000.0,35.8,1720000000.0,11310000000.0,
2024,7180000000.0,2029999999.9999998,,1810000000.0,9880000000.0,
2023,6470000000.0,1730000000.0,44.4,1240000000.0,8900000000.0,
2022,5350000000.0,1230000000.0,,1490000000.0,8330000000.0,
2021,4950000000.0,1210000000.0,,1520000000.0,7770000000.0,
2020,4019999999.9999995,780000000.0,,1670000000.0,7700000000.0,
2019,4200000000.0,970000000.0,,1000000000.0,6100000000.0,
2018,4019999999.9999995,940000000.0,,910000000.0,5550000000.0,
2017,3910000000.0,850000000.0,,780000000.0,4960000000.0,
2016,3420000000.0,620000000.0,,480000000.0,4040000000.0,
2015,3140000000.0,470000000.0,,200000000.0,4230000000.0000005,
2014,3600000000.0,510000000.0,,160000000.0,5640000000.0,
2013,,,,150000000.0,5370000000.0,
