Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,13090000000.0,5380000000.0,,,,
2025,12740000000.0,5230000000.0,352.0,4490000000.0,16059999999.999998,
2024,10840000000.0,3690000000.0,262.0,4500000000.0,15430000000.0,
2023,9670000000.0,3110000000.0,289.0,3240000000.0,14070000000.0,
2022,10480000000.0,4000000000.0,150.0,2700000000.0,12590000000.0,
2021,8160000000.0,3040000000.0,211.0,2490000000.0,10270000000.0,
2020,6070000000.0,1530000000.0,279.0,1980000000.0,9270000000.0,
2019,5270000000.0,1240000000.0,231.0,1730000000.0,9000000000.0,
2018,4300000000.0,1610000000.0,88.7,2880000000.0,5630000000.0,
2017,3790000000.0,1320000000.0,222.0,3010000000.0,5530000000.0,
2016,3250000000.0,1060000000.0,123.0,2490000000.0,4960000000.0,
2015,2840000000.0,660000000.0,173.0,2380000000.0,4820000000.0,
2014,2880000000.0,510000000.0,223.0,3150000000.0,5530000000.0,
2013,2810000000.0,680000000.0,123.0,2910000000.0,5280000000.0,
2012,3120000000.0,900000000.0,70.7,2530000000.0,5100000000.0,
2011,3160000000.0,1020000000.0,63.6,2029999999.9999998,4670000000.0,
2010,2480000000.0,700000000.0,,1530000000.0,3900000000.0,
2009,1370000000.0,,,1320000000.0,3600000000.0,
2008,2120000000.0,,,1530000000.0,4840000000.0,
2007,2780000000.0,700000000.0,,1710000000.0,4620000000.0,
2006,2370000000.0,460000000.0,,2320000000.0,4570000000.0,
2005,2000000000.0,470000000.0,,2190000000.0,4040000000.0,
2004,1890000000.0,540000000.0,,1130000000.0,3530000000.0,
2003,1260000000.0,170000000.0,,950000000.0,2860000000.0,
2002,1440000000.0,210000000.0,,670000000.0,2710000000.0,
2001,1990000000.0,450000000.0,,690000000.0,2740000000.0,
2000,1770000000.0,370000000.0,,590000000.0,,
1999,1040000000.0,180000000.0,,330000000.0,,
1998,920000000.0,42200000.0,,300000000.0,,
1997,1350000000.0,240000000.0,,270000000.0,,
1996,880000000.0,200000000.0,,100000000.0,,
