Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,10680000000.0,1320000000.0,,,,
2025,,,44.9,4980000000.0,32210000000.0,
2024,9840000000.0,,9.03,5000000000.0,30170000000.0,
2023,9240000000.0,680000000.0,69.8,5250000000.0,29090000000.0,
2022,,,92.9,5430000000.0,28250000000.0,
2021,7860000000.0,,15.6,6220000000.0,28170000000.0,
2020,7410000000.0,,-35.5,7980000000.0,28400000000.0,
2019,6750000000.0,550000000.0,71.2,5290000000.0,27000000000.0,
2018,5010000000.0,820000000.0,-25.6,4570000000.0,26090000000.0,
2017,14000000000.0,660000000.0,26.1,5440000000.0,27580000000.0,
2016,11850000000.0,680000000.0,27.4,3690000000.0,24630000000.0,
2015,10670000000.0,630000000.0,17.5,3540000000.0,27750000000.0,
2014,11460000000.0,640000000.0,22.2,4110000000.0000005,30980000000.0,
2013,10860000000.0,1080000000.0,10.0,4179999999.9999995,31540000000.0,
2012,9990000000.0,970000000.0,8.17,3890000000.0,29400000000.0,
2011,9610000000.0,960000000.0,3.28,3010000000.0,29800000000.0,
2010,16129999999.999998,2330000000.0,1.41,3590000000.0,57570000000.0,
2009,,,-35.7,3550000000.0,63030000000.0,
2008,,,-1.84,3490000000.0,61260000000.0,
2007,,,0.9801,720000000.0,75320000000.0,
2006,,,0.619,3030000000.0,72290000000.0,
2004,,,-80.3,1200000000.0,10110000000.0,
