year,revenue,eps,net_income,operating_margin,cash,total_debt,total_assets,net_assets,pe_ratio,total_liabilities,shares_outstanding,dividend_yield,price_to_sales,price_to_book
2026,10680000000.0,,1320000000.0,,,,,,,,710000000.0,2.03,4.23,
2025,,1.46,,11.11,4980000000.0,12600000000.0,32210000000.0,9000000000.0,44.9,23200000000.0,710000000.0,1.58,4.28,5.16
2024,9840000000.0,4.65,,39.58,5000000000.0,12000000000.0,30170000000.0,8439999999.999999,9.03,21720000000.0,710000000.0,1.98,3.11,3.62
2023,9240000000.0,0.51,680000000.0,7.16,5250000000.0,12780000000.0,29090000000.0,6490000000.0,69.8,22590000000.0,720000000.0,2.09,2.91,4.13
2022,,0.27,,3.59,5430000000.0,12690000000.0,28250000000.0,6810000000.0,92.9,21440000000.0,720000000.0,2.98,2.22,2.79
2021,7860000000.0,1.85,,13.98,6220000000.0,12210000000.0,28170000000.0,6600000000.0,15.6,21570000000.0,730000000.0,1.98,2.89,3.44
2020,7410000000.0,-0.71,,-6.54,7980000000.0,12200000000.0,28400000000.0,4660000000.0,-35.5,23740000000.0,720000000.0,2.51,2.75,4.37
2019,6750000000.0,0.37,550000000.0,8.33,5290000000.0,9810000000.0,27000000000.0,5690000000.0,71.2,21300000000.0,730000000.0,3.02,3.27,3.88
2018,5010000000.0,-0.68,820000000.0,8.38,4570000000.0,9520000000.0,26090000000.0,6130000000.0,-25.6,19960000000.0,720000000.0,4.76,2.95,2.41
2017,14000000000.0,0.71,660000000.0,9.1,5440000000.0,10250000000.0,27580000000.0,7470000000.0,26.1,20100000000.0,730000000.0,4.62,1.18,2.21
2016,11850000000.0,0.52,680000000.0,5.74,3690000000.0,8810000000.0,24630000000.0,6640000000.0,27.4,17990000000.0,730000000.0,5.35,1.1,1.97
2015,10670000000.0,1.0,630000000.0,5.95,3540000000.0,9020000000.0,27750000000.0,7150000000.0,17.5,20600000000.0,730000000.0,4.43,1.56,2.33
2014,11460000000.0,0.65,640000000.0,5.73,4110000000.0000005,12490000000.0,30980000000.0,7320000000.0,22.2,23650000000.0,730000000.0,5.56,1.28,2.0
2013,10860000000.0,1.37,1080000000.0,10.64,4179999999.9999995,12430000000.0,31540000000.0,8380000000.000001,10.0,23150000000.0,730000000.0,6.55,1.31,1.7
2012,9990000000.0,1.24,970000000.0,9.61,3890000000.0,11140000000.0,29400000000.0,7640000000.0,8.17,21750000000.0,730000000.0,16.6,1.09,1.42
2011,9610000000.0,2.19,960000000.0,5.91,3010000000.0,10500000000.0,29800000000.0,8109999999.999999,3.28,21690000000.0,730000000.0,9.03,1.15,1.37
2010,16129999999.999998,3.92,2330000000.0,30.57,3590000000.0,30640000000.0,57570000000.0,8810000000.0,1.41,48760000000.0,730000000.0,10.07,0.085,0.1556
2009,,-0.17,,-4.86,3550000000.0,36250000000.0,63030000000.0,6760000000.0,-35.7,56270000000.0,130000000.0,4.42,,
2008,,-2.04,,-2.65,3490000000.0,33500000000.0,61260000000.0,5530000000.0,-1.84,55720000000.0,,3.46,,
2007,,7.65,,4.55,720000000.0,47970000000.0,75320000000.0,9990000000.0,0.9801,65319999999.99999,,1.88,,
2006,,13.43,,5.48,3030000000.0,46900000000.0,72290000000.0,8790000000.0,0.619,63500000000.0,,1.21,,
2005,,,,,,,,,,,,1.27,,
2004,,-0.06671,,-18.36,1200000000.0,7440000000.0,10110000000.0,1890000000.0,-80.3,8220000000.000001,,0.0,,
2003,,,,,,,,,,,,0.0,,
2002,,,,,,,,,,,,0.0,,
2001,,,,,,,,,,,,0.0,,
2000,,,,,,,,,,,,0.0,,
