Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,4710000000.0,270000000.0,,240000000.0,14370000000.0,
2025,4370000000.0,,-220.0,770000000.0,15370000000.0,
2024,4750000000.0,400000000.0,96.7,310000000.0,15870000000.0,
2023,8539999999.999999,2960000000.0,19.9,230000000.0,16370000000.000002,
2022,8050000000.000001,2580000000.0,17.5,310000000.0,16190000000.000002,
2021,6440000000.0,1140000000.0,45.8,280000000.0,16469999999.999998,
2020,5290000000.0,240000000.0,94.0,400000000.0,17420000000.0,
2019,5270000000.0,250000000.0,34.8,430000000.0,18350000000.0,
2018,5020000000.0,240000000.0,45.5,2190000000.0,8250000000.0,
2017,3880000000.0,620000000.0,70.1,1300000000.0,7680000000.0,
2016,3060000000.0,75590000.0,119.0,2440000000.0,5530000000.0,
2015,2150000000.0,280000000.0,22.0,1950000000.0,4780000000.0,
2014,2089999999.9999998,400000000.0,19.0,1340000000.0,4059999999.9999995,
2013,1860000000.0,360000000.0,20.2,1570000000.0,3850000000.0,
2012,1490000000.0,190000000.0,,1450000000.0,3080000000.0,
2011,1420000000.0,400000000.0,,1240000000.0,2960000000.0,
2010,1380000000.0,420000000.0,,1210000000.0,2510000000.0,
2009,840000000.0,180000000.0,,1380000000.0,2420000000.0,
2008,990000000.0,290000000.0,,1320000000.0,2510000000.0,
2007,1030000000.0,360000000.0,,750000000.0,2260000000.0,
2006,1020000000.0,400000000.0,,760000000.0,2350000000.0,
2005,880000000.0,330000000.0,,730000000.0,1810000000.0,
2004,830000000.0,260000000.0,,470000000.0,1620000000.0,
2003,650000000.0,150000000.0,,210000000.0,1420000000.0,
2002,640000000.0,110000000.0,,280000000.0,1270000000.0,
2001,620000000.0,120000000.0,,120000000.0,1160000000.0,
2000,700000000.0,220000000.0,,200000000.0,,
1999,450000000.0,98110000.0,,30800000.0,,
1998,390000000.0,85530000.0,,32200000.000000004,,
1997,390000000.0,90820000.0,,42990000.0,,
1996,310000000.0,65450000.0,,31100000.0,,
