Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,12610000000.0,3910000000.0,,,,
2025,12260000000.0,3120000000.0,27.2,2900000000.0,26560000000.0,
2024,12610000000.0,3490000000.0,20.9,3030000000.0,24380000000.0,
2023,13270000000.0,3790000000.0,20.7,4050000000.0,24350000000.0,
2022,13200000000.0,3790000000.0,14.2,3610000000.0,23230000000.0,
2021,11060000000.0,2540000000.0,30.6,2830000000.0,20860000000.0,
2020,8610000000.0,360000000.0,865.0,2270000000.0,19840000000.0,
2019,8870000000.0,660000000.0,132.0,1040000000.0,20010000000.0,
2018,9400000000.0,2640000000.0,9.57,2780000000.0,21530000000.0,
2017,9250000000.0,2040000000.0,16.0,3540000000.0,24040000000.0,
2016,9490000000.0,,-160.0,1890000000.0,24890000000.0,
2015,6100000000.0,1960000000.0,12.4,1610000000.0,26350000000.0,
2014,5640000000.0,780000000.0,30.3,1180000000.0,6850000000.0,
2013,4810000000.0,590000000.0,29.6,670000000.0,6440000000.0,
2012,4350000000.0,330000000.0,-50.2,610000000.0,6430000000.0,
2011,4190000000.0000005,410000000.0,,740000000.0,6610000000.0,
2010,4139999999.9999995,460000000.0,,890000000.0,7630000000.0,
2009,3840000000.0,,,1020000000.0,8570000000.0,
2008,,,,1820000000.0,10320000000.0,
