Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,16550000000.0,2180000000.0,,,,
2025,16440000000.000002,2049999999.9999998,16.6,770000000.0,17090000000.0,
2024,18450000000.0,2680000000.0,16.8,1180000000.0,16540000000.0,
2023,20430000000.0,2020000000.0,21.8,1090000000.0,17340000000.0,
2022,20170000000.0,2340000000.0,21.4,420000000.0,17970000000.0,
2021,19440000000.0,2220000000.0,23.2,270000000.0,17830000000.0,
2020,19140000000.0,2930000000.0,16.5,300000000.0,17520000000.0,
2019,18450000000.0,2650000000.0,17.9,440000000.0,15280000000.0,
2018,18480000000.0,1810000000.0,22.3,530000000.0,14510000000.0,
2017,18320000000.0,2990000000.0,14.3,610000000.0,15150000000.0,
2016,18200000000.0,3000000000.0,14.1,920000000.0,14600000000.0,
2015,18590000000.0,1330000000.0,33.0,610000000.0,14840000000.0,
2014,18550000000.0,2120000000.0,19.8,780000000.0,15520000000.0,
2013,21150000000.0,2940000000.0,12.1,1050000000.0,18910000000.0,
2012,21060000000.0,2420000000.0,12.0,1100000000.0,19870000000.0,
2011,20840000000.0,2180000000.0,,760000000.0,19370000000.0,
2010,19740000000.0,2550000000.0,,870000000.0,19860000000.0,
2009,19110000000.0,2570000000.0,,790000000.0,19200000000.0,
2008,19410000000.0,2280000000.0,,360000000.0,18080000000.0,
2007,18260000000.0,2310000000.0,,470000000.0,18430000000.0,
2006,16739999999.999998,1400000000.0,,360000000.0,17059999999.999998,
2005,15900000000.0,1960000000.0,,360000000.0,16300000000.0,
2004,14820000000.0,2140000000.0000002,,590000000.0,17010000000.000002,
2003,14340000000.0,2150000000.0,,290000000.0,16770000000.0,
2002,13560000000.0,2290000000.0,,490000000.0,15630000000.0,
2001,14180000000.0,2160000000.0,,400000000.0,15000000000.0,
2000,13980000000.0,2550000000.0,,200000000.0,,
1999,13000000000.0,2440000000.0,,320000000.0,,
1998,12290000000.0,1690000000.0,,140000000.0,,
1997,12540000000.0,1310000000.0,,90800000.0,,
1996,13230000000.0,2100000000.0,,83200000.0,,
