Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,88430000000.0,10310000000.0,,980000000.0,54140000000.0,
2025,86280000000.0,10270000000.0,19.9,1760000000.0,43100000000.0,
2024,83670000000.0,10620000000.0,20.3,920000000.0,41790000000.0,
2023,86370000000.0,11650000000.0,16.6,1340000000.0,43700000000.0,
2022,97050000000.0,10190000000.0,18.4,1130000000.0,44640000000.0,
2021,96240000000.0,12100000000.0,20.8,4690000000.0,46730000000.0,
2020,89590000000.0,8610000000.0,20.8,710000000.0,39470000000.0,
2019,72140000000.0,6330000000.0,28.5,510000000.0,34500000000.0,
2018,71310000000.0,4040000000.0,18.1,600000000.0,35290000000.0,
2017,68610000000.0,6140000000.0,19.3,570000000.0,34400000000.0,
2016,65010000000.00001,5850000000.0,22.1,470000000.0,31260000000.0,
2015,59070000000.0,4970000000.0,20.1,490000000.0,31720000000.0,
2014,56220000000.0,4800000000.0,22.4,410000000.0,32729999999.999996,
2013,53410000000.0,4150000000.0000005,19.1,540000000.0,32659999999.999996,
2012,50520000000.0,3590000000.0,,1060000000.0,33549999999.999996,
2011,50200000000.0,3270000000.0,,1120000000.0,33689999999.999996,
2010,48810000000.0,3570000000.0,,1050000000.0,33000000000.0,
2009,47210000000.0,3130000000.0,,660000000.0,32619999999.999996,
2008,48230000000.0,3810000000.0,,530000000.0,30860000000.0,
2007,48280000000.0,4700000000.0,,790000000.0,27760000000.0,
2006,46920000000.0,5150000000.0,,870000000.0,24630000000.0,
2005,43240000000.0,4650000000.0,,810000000.0,21200000000.0,
2004,36460000000.0,3690000000.0,,1620000000.0,18750000000.0,
2003,30510000000.0,3160000000.0,,1120000000.0,16100000000.000002,
2002,26490000000.0,2540000000.0,,850000000.0,13730000000.0,
2001,22110000000.0,1770000000.0,,460000000.0,11350000000.0,
2000,18770000000.0,1400000000.0,,560000000.0,,
1999,15900000000.0,1170000000.0,,240000000.0,,
1998,13070000000.0,880000000.0,,190000000.0,,
1997,10130000000.0,620000000.0,,40400000.0,,
1996,8600000000.0,570000000.0,,63900000.0,,
