Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,27440000000.0,11100000000.0,,,,
2025,26880000000.0,10890000000.0,25.4,770000000.0,59510000000.0,
2024,25920000000.0,10340000000.0,24.9,1080000000.0,55180000000.0,
2023,25490000000.0,10520000000.0,24.4,4570000000.0,56140000000.0,
2022,23180000000.0,7820000000.0,29.4,2580000000.0,50430000000.0,
2021,23220000000.0,9120000000.0,24.3,4700000000.0,53850000000.0,
2020,19200000000.0,6140000000.0,30.3,3440000000.0,52620000000.0,
2019,21280000000.0,8010000000.0,21.7,890000000.0,47510000000.0,
2018,21020000000.0,7810000000.0,19.8,860000000.0,32810000000.000004,
2017,22820000000.0,8570000000.0,22.2,2460000000.0,33799999999.999996,
2016,24620000000.0,6860000000.0,17.9,1220000000.0,31020000000.0,
2015,25410000000.0,6550000000.0,19.1,7680000000.0,37930000000.0,
2014,27440000000.0,7370000000.0,14.7,2069999999.9999998,34220000000.0,
2013,28100000000.0,8199999999.999999,12.8,2790000000.0,36620000000.0,
2012,27560000000.0,8070000000.0,11.6,2330000000.0,35380000000.0,
2011,27000000000.0,8010000000.0,,2330000000.0,32979999999.999996,
2010,24070000000.0,7000000000.0,,2380000000.0,31970000000.0,
2009,22740000000.0,6480000000.0,,1790000000.0,30220000000.0,
2008,23520000000.0,6150000000.0,,2060000000.0,28460000000.0,
2007,22780000000.0,3570000000.0,,1980000000.0,29390000000.0,
2006,20810000000.0,3880000000.0,,2120000000.0,28970000000.0,
2005,20460000000.0,3700000000.0,,4260000000.0,29980000000.0,
2004,19060000000.0,3200000000.0,,1370000000.0,27830000000.0,
2003,17140000000.0,2340000000.0,,490000000.0,25830000000.0,
2002,15400000000.0,1660000000.0,,330000000.0,23970000000.0,
2001,14870000000.0,2320000000.0,,410000000.0,22530000000.0,
2000,14240000000.0,2880000000.0,,420000000.0,,
1999,13250000000.0,2880000000.0,,410000000.0,,
1998,12420000000.0,2300000000.0,,290000000.0,,
1997,11400000000.0,2400000000.0,,340000000.0,,
1996,10680000000.0,2250000000.0,,320000000.0,,
