Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,21680000000.0,7480000000.0,,,,
2025,20560000000.0,7010000000.0,34.9,6390000000.0,21340000000.0,
2024,16200000000.0,4880000000.0,21.7,5840000000.0,18740000000.0,
2023,14310000000.0,3910000000.0,29.7,5330000000.0,18780000000.0,
2022,19040000000.0,5800000000.0,11.0,3650000000.0,17190000000.0,
2021,16520000000.0,5160000000.0,21.3,5720000000.0,15890000000.0,
2020,11920000000.0,3270000000.0,21.9,6710000000.0,14550000000.0,
2019,9540000000.0,2390000000.0,19.4,5430000000.0,12000000000.0,
2018,10870000000.0,2980000000.0,6.83,4940000000.0,12470000000.0,
2017,9550000000.0,2550000000.0,15.9,6040000000.0,12120000000.0,
2016,6370000000.0,1120000000.0,15.1,6820000000.0,12260000000.0,
2015,5900000000.0,910000000.0,12.9,4070000000.0000005,9360000000.0,
2014,4860000000.0,810000000.0,15.4,3060000000.0,7990000000.0,
2013,3960000000.0,320000000.0,22.2,2490000000.0,7250000000.0,
2012,3160000000.0,74750000.0,54.1,2860000000.0,8000000000.0,
2011,2820000000.0,460000000.0,,2120000000.0,4050000000.0,
2010,3000000000.0,770000000.0,,820000000.0,2480000000.0,
2009,1190000000.0,,,570000000.0,1990000000.0,
2008,1900000000.0,190000000.0,,1050000000.0,2800000000.0,
2007,2620000000.0,780000000.0,,670000000.0,2100000000.0,
2006,2200000000.0,710000000.0,,1050000000.0,2320000000.0,
2005,1380000000.0,320000000.0,,800000000.0,1440000000.0,
2004,1360000000.0,320000000.0,,420000000.0,1190000000.0,
2003,740000000.0,10100000.0,,500000000.0,1190000000.0,
2002,720000000.0,,,870000000.0,1630000000.0,
2001,1230000000.0,,,860000000.0,1870000000.0,
2000,1380000000.0,230000000.0,,370000000.0,,
1999,890000000.0,66730000.00000001,,310000000.0,,
1998,750000000.0,,,390000000.0,,
1997,1070000000.0000001,,,160000000.0,,
1996,1230000000.0,130000000.0,,62900000.0,,
