year,revenue,eps,net_income,operating_margin,cash,total_debt,total_assets,net_assets,pe_ratio,total_liabilities,shares_outstanding,dividend_yield,price_to_sales,price_to_book
2026,20790000000.0,2.59,3260000000.0,,,,,,,,800000000.0,2.28,3.25,
2025,20380000000.0,2.63,3320000000.0,15.01,1280000000.0,8550000000.000001,16329999999.999998,360000000.0,30.0,15960000000.0,800000000.0,2.61,3.08,172.0
2024,20100000000.0,3.53,4230000000.0000005,19.68,1090000000.0,8510000000.0,16040000000.0,540000000.0,25.3,15500000000.0,810000000.0,2.22,3.73,138.0
2023,19450000000.0,2.79,3670000000.0,17.43,960000000.0,9060000000.0,16390000000.0,950000000.0,27.5,15430000000.0,820000000.0,2.49,3.37,68.6
2022,17960000000.0,2.14,2820000000.0,14.8,770000000.0,9270000000.0,15730000000.0,800000000.0,34.5,14920000000.0,830000000.0,2.52,3.66,81.6
2021,17420000000.0,2.56,3270000000.0,17.72,830000000.0,7830000000.0,15040000000.0,970000000.0,30.5,14060000000.0,840000000.0,2.29,4.13,74.1
2020,16469999999.999998,3.14,3830000000.0,22.14,880000000.0,8210000000.000001,15920000000.0,1100000000.0,24.4,14810000000.0,850000000.0,2.29,4.45,66.6
2019,15690000000.0,2.75,3490000000.0,21.03,880000000.0,8480000000.0,15030000000.0,550000000.0,21.9,14470000000.0,850000000.0,2.84,3.75,105.0
2018,15540000000.0,,3650000000.0,22.29,720000000.0,6360000000.0,12160000000.0,190000000.0,,11960000000.0,860000000.0,3.27,3.3,261.0
2017,15450000000.0,2.29,3720000000.0,22.56,1530000000.0,6570000000.0,12670000000.0,240000000.0,27.4,12430000000.0,870000000.0,2.53,4.29,273.0
2016,15190000000.0,,3880000000.0,24.6,1310000000.0,6530000000.0,12120000000.0,17000000.0,,12100000000.0,890000000.0,2.91,3.83,
2015,16030000000.000002,,2890000000.0,17.23,970000000.0,6540000000.0,11930000000.0,,,11970000000.0,900000000.0,2.83,3.71,
2014,17270000000.0,,3660000000.0,20.45,1080000000.0,6140000000.0,13450000000.0,1380000000.0,,12070000000.0,910000000.0,2.64,3.63,45.3
2013,17420000000.0,,3680000000.0,20.46,960000000.0,5650000000.0,13980000000.0,2530000000.0,,11440000000.0,920000000.0,2.68,3.44,23.7
2012,17079999999.999998,,3950000000.0,22.67,880000000.0,5230000000.0,13390000000.0,2390000000.0,,11000000000.0,,3.13,2.86,20.5
2011,16730000000.0,,3840000000.0,22.64,870000000.0,4810000000.0,12720000000.0,2540000000.0,,10180000000.0,,3.38,2.67,17.6
2010,15560000000.0,,3490000000.0,22.04,490000000.0,3420000000.0,11170000000.0,2810000000.0,,8350000000.0,,3.57,2.56,14.1
2009,15320000000.0,,3620000000.0,23.08,600000000.0,3180000000.0,11130000000.0,3250000000.0,,7870000000.0,,3.03,2.65,12.5
2008,15320000000.0,,3090000000.0,19.6,550000000.0,3780000000.0,9970000000.0,2040000000.0,,7930000000.0,,3.38,2.26,16.9
2007,13780000000.0,,2700000000.0,18.1,420000000.0,3510000000.0,10110000000.0,2390000000.0,,7710000000.0,,2.73,2.88,16.6
2006,12230000000.0,,2310000000.0,16.36,480000000.0,3670000000.0,9130000000.0,1410000000.0,,7720000000.0,,2.97,2.73,23.7
2005,11390000000.0,,2210000000.0,18.24,340000000.0,3440000000.0,8500000000.0,1350000000.0,,7150000000.0,,3.21,2.48,21.0
2004,10580000000.0,,2190000000.0,18.92,310000000.0,3670000000.0,8670000000.0,1240000000.0,,7420000000.0,,3.04,2.56,21.8
2003,9900000000.0,,2220000000.0,20.62,260000000.0,3100000000.0,7470000000.0,880000000.0,,6590000000.0,,2.97,2.72,30.3
2002,9290000000.0,,2009999999.9999998,20.12,160000000.0,3600000000.0,7080000000.0,350000000.0,,6730000000.0,,2.3,3.02,80.2
2001,9170000000.0,,1860000000.0,18.37,170000000.0,3230000000.0,6980000000.0,840000000.0,,6130000000.0,,1.99,3.47,
2000,9350000000.0,,1720000000.0,,210000000.0,2970000000.0,,,,,,1.68,,
1999,9110000000.0,,1630000000.0,,230000000.0,2780000000.0,,,,,,1.58,,
1998,8970000000.0,,1480000000.0,,180000000.0,2750000000.0,,,,,,2.08,,
1997,9050000000.0,,1350000000.0,,180000000.0,2670000000.0,,,,,,2.57,,
1996,8740000000.0,,1240000000.0,,240000000.0,3060000000.0,,,,,,3.7,,
1995,,,,,,,,,,,,4.66,,
1994,,,,,,,,,,,,4.64,,
1993,,,,,,,,,,,,4.21,,
1992,,,,,,,,,,,,4.14,,
1991,,,,,,,,,,,,4.29,,
1990,,,,,,,,,,,,5.14,,
1989,,,,,,,,,,,,5.33,,
1988,,,,,,,,,,,,7.03,,
1987,,,,,,,,,,,,8.19,,
1986,,,,,,,,,,,,7.95,,
1985,,,,,,,,,,,,9.84,,
1984,,,,,,,,,,,,13.4,,
1983,,,,,,,,,,,,16.11,,
1982,,,,,,,,,,,,17.77,,
1981,,,,,,,,,,,,21.11,,
1980,,,,,,,,,,,,24.84,,
1979,,,,,,,,,,,,27.03,,
1978,,,,,,,,,,,,23.06,,
1977,,,,,,,,,,,,17.51,,
1976,,,,,,,,,,,,12.48,,
1975,,,,,,,,,,,,10.5,,
1974,,,,,,,,,,,,11.01,,
1973,,,,,,,,,,,,4.92,,
