Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2025,15430000000.0,3720000000.0,23.9,2150000000.0,39400000000.0,
2024,14690000000.0,3370000000.0,32.8,1650000000.0,38020000000.0,
2023,13170000000.0,2660000000.0,37.0,1540000000.0,36230000000.0,
2022,10490000000.0,2770000000.0,33.5,10430000000.0,28340000000.0,
2021,7690000000.0,2220000000.0,32.8,1350000000.0,13610000000.0,
2020,6280000000.0,1770000000.0,36.6,820000000.0,10670000000.0,
2019,5970000000.0,1640000000.0,29.6,460000000.0,8640000000.0,
2018,5610000000.0,1680000000.0,28.8,600000000.0,7970000000.0,
2017,5070000000.0,1290000000.0,27.3,650000000.0,7020000000.0,
2016,4400000000.0,1150000000.0,22.4,410000000.0,5630000000.0,
2015,4190000000.0000005,1310000000.0,16.0,430000000.0,4920000000.0,
2014,5030000000.0,1510000000.0,13.3,570000000.0,5910000000.0,
2013,4510000000.0,1330000000.0,13.1,690000000.0,5450000000.0,
2012,4640000000.0,1270000000.0,10.5,1210000000.0,6090000000.0,
2011,4790000000.0,1370000000.0,8.74,560000000.0,5800000000.0,
2010,3200000000.0,990000000.0,10.2,720000000.0,4110000000.0000005,
2009,3010000000.0,890000000.0,9.96,1650000000.0,4800000000.0,
2008,3250000000.0,870000000.0,13.8,640000000.0,4290000000.0,
2007,2270000000.0,550000000.0,16.5,340000000.0,3010000000.0,
2006,1560000000.0,93560000.0,51.2,410000000.0,2290000000.0,
2005,1590000000.0,370000000.0,7.25,420000000.0,2250000000.0,
2004,790000000.0,120000000.0,11.4,55470000.0,1870000000.0,
2003,580000000.0,45770000.0,17.9,37550000.0,990000000.0,
2002,420000000.0,49440000.0,30.7,33560000.0,730000000.0,
2001,430000000.0,27710000.0,76.9,20190000.0,460000000.0,
2000,,28910000.0,,130000000.0,,
1999,,31020000.0,,1270000.0,,
1998,,25000000.0,,1010000.0,,
1997,240000000.0,28450000.0,,920000.0,,
1996,220000000.0,25410000.0,,980000.0,,
