Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2025,80020000000.0,21430000000.0,19.4,19540000000.0,127190000000.0,
2024,69070000000.0,13050000000.0,27.0,19170000000.0,112700000000.0,
2023,71880000000.0,16739999999.999998,16.8,12500000000.0,107600000000.0,
2022,71240000000.0,17670000000.0,22.7,10570000000.0,95420000000.0,
2021,68730000000.0,19040000000.0,23.7,14260000000.0,101030000000.0,
2020,66150000000.00001,20370000000.0,16.5,13990000000.0,97700000000.0,
2019,63450000000.0,17149999999.999998,18.5,12240000000.0,85780000000.0,
2018,57790000000.0,14380000000.0,18.2,13330000000.0,79820000000.0,
2017,54730000000.0,12570000000.0,21.7,12320000000.0,78740000000.0,
2016,49640000000.0,12760000000.0,19.1,8930000000.0,75400000000.0,
2015,48720000000.0,12130000000.0,22.5,9280000000.0,76680000000.0,
2014,48010000000.0,12660000000.0,20.0,11830000000.0,76410000000.0,
2013,52720000000.0,16540000000.0,13.5,13450000000.0,70070000000.0,
2012,49850000000.0,13320000000.0,12.0,15330000000.0,71010000000.0,
2011,45330000000.0,12660000000.0,10.6,12030000000.0,65640000000.0,
2010,50800000000.0,11990000000.0,9.39,11660000000.0,65290000000.00001,
2009,47420000000.0,9890000000.0,14.3,17930000000.0,72090000000.0,
2008,43740000000.0,13570000000.0,11.3,19910000000.0,72950000000.0,
2007,40750000000.0,13510000000.0,13.9,21370000000.0,69220000000.0,
2006,34550000000.0,10340000000.0,21.0,19990000000.0,61160000000.0,
2005,26980000000.0,6960000000.0,26.2,15870000000.0,52580000000.0,
2004,25880000000.0,5770000000.0,13.6,11390000000.0,51240000000.0,
2003,25240000000.0,3940000000.0,36.0,13010000000.0,48100000000.0,
2002,35950000000.0,,-18.3,19320000000.0,78130000000.0,
2001,35600000000.0,5810000000.0,15.4,29970000000.0,91910000000.0,
2000,35000000000.0,11550000000.0,,25200000000.0,,
1999,33650000000.0,9220000000.0,,23030000000.0,,
1998,30110000000.0,6650000000.0,,19600000000.0,,
