Year,revenue,net_income,pe_ratio,cash,total_assets,dividend_yield
2026,25270000000.0,4600000000.0,,,,
2025,25110000000.0,4510000000.0,41.4,4099999999.9999995,47840000000.0,
2024,22590000000.0,3490000000.0,45.7,4490000000.0,42970000000.0,
2023,20490000000.0,3670000000.0,35.4,3050000000.0,39910000000.0,
2022,18440000000.0,2680000000.0,38.3,1920000000.0,36880000000.0,
2021,17100000000.000002,2280000000.0,48.7,3010000000.0,34630000000.0,
2020,14350000000.0,1950000000.0,54.8,3020000000.0,34330000000.0,
2019,14880000000.0,2560000000.0,35.5,4420000000.0,30160000000.0,
2018,13600000000.0,2350000000.0,15.4,3690000000.0,27220000000.0,
2017,12440000000.0,2060000000.0,52.3,2790000000.0,22190000000.0,
2016,11320000000.0,1920000000.0,24.7,3380000000.0,20430000000.0,
2015,9940000000.0,1730000000.0,21.9,4070000000.0000005,16219999999.999998,
2014,9670000000.0,1160000000.0,52.5,5000000000.0,17270000000.0,
2013,9020000000.0,1210000000.0,24.7,3980000000.0,15740000000.0,
2012,8650000000.0,1700000000.0,13.8,4280000000.0000005,13200000000.0,
2011,8300000000.000001,1680000000.0,,3410000000.0,12140000000.0,
2010,7320000000.0,1720000000.0,,4380000000.0,10890000000.0,
2009,6720000000.0,1620000000.0,,2950000000.0,9070000000.0,
2008,6710000000.0,1580000000.0,,2190000000.0,7600000000.0,
2007,6060000000.0,1370000000.0,,2410000000.0,7350000000.0,
2006,5270000000.0,1090000000.0,,1410000000.0,5870000000.0,
2005,4870000000.0,970000000.0,,1050000000.0,4990000000.0,
2004,4260000000.0,710000000.0,,340000000.0,4080000000.0,
2003,3620000000.0,650000000.0,,65900000.00000001,3150000000.0,
2002,3010000000.0,500000000.0,,37800000.0,2810000000.0,
2001,2600000000.0,400000000.0,,50100000.0,2420000000.0,
2000,2280000000.0,330000000.0,,54000000.0,,
1999,2100000000.0,29800000.0,,83500000.0,,
1998,1100000000.0,60100000.0,,130000000.0,,
1997,980000000.0,190000000.0,,150000000.0,,
1996,910000000.0,160000000.0,,170000000.0,,
